"x","y","Ability"
0.824439338606284,0.752857142857143,"1"
0.913948741863246,0.911428571428571,"1"
0.908282269239507,0.825714285714286,"1"
0.825811098687136,0.837285714285714,"0"
0.875116269015619,0.82,"1"
0.763106541057659,0.804285714285714,"0"
0.746249804670892,0.775714285714286,"0"
0.830752413926426,0.855714285714286,"1"
0.93299521475006,0.892857142857143,"0"
0.842704476654663,0.808928571428571,"1"
0.922504321981094,0.955714285714286,"1"
0.655257877747243,0.644285714285714,"1"
0.90199577012743,0.907142857142857,"0"
0.736211845747989,0.701428571428571,"1"
0.919926359635649,0.907857142857143,"0"
0.856364238782499,0.855714285714286,"0"
0.954584233186584,0.902142857142857,"1"
0.895565712612784,0.855,"1"
0.922969936936309,0.907142857142857,"1"
0.728570044356136,0.691428571428571,"0"
0.803284748061454,0.824285714285714,"0"
0.750663032405384,0.781428571428571,"1"
0.788709975863854,0.922857142857143,"0"
0.885668320774785,0.928571428571429,"1"
0.906615328925923,0.804285714285714,"0"
0.826963159791299,0.743571428571429,"0"
0.853551043967694,0.757142857142857,"0"
0.6103430120265,0.692857142857143,"0"
0.665588817325873,0.715,"1"
0.910205974452234,0.912857142857143,"0"
0.884105669445405,0.904714285714286,"0"
0.887430563845329,0.885714285714286,"1"
0.682931082081473,0.668571428571429,"1"
0.870953502436202,0.83,"1"
0.94411823324653,0.934285714285714,"1"
0.794796921704031,0.757142857142857,"0"
0.806636164098931,0.724285714285714,"0"
0.910928301168418,0.838571428571429,"1"
0.797851206264727,0.801428571428571,"0"
0.649717301626058,0.604285714285714,"0"
0.897165893662415,0.835714285714286,"0"
0.849755334630795,0.945714285714286,"1"
0.721905804652781,0.732857142857143,"1"
0.87021253653691,0.919285714285714,"0"
0.791469406374511,0.720857142857143,"0"
0.775506434271071,0.69,"1"
0.56728368524323,0.754285714285714,"1"
0.910055836360387,0.838571428571429,"0"
0.852396430312892,0.802857142857143,"1"
0.717823356240778,0.698571428571429,"1"
0.737940338135711,0.666428571428571,"0"
0.795519517638126,0.792857142857143,"1"
0.769744150950172,0.741428571428571,"1"
0.886092557421634,0.893571428571429,"1"
0.853744179657238,0.795714285714286,"0"
0.80879948875573,0.734285714285714,"1"
0.86003693802959,0.854285714285714,"0"
0.816901575180998,0.910714285714286,"0"
0.591409770350846,0.627857142857143,"1"
0.900310207187367,0.915714285714286,"0"
0.921434783341826,0.785714285714286,"1"
0.703846664615726,0.642857142857143,"0"
0.881612204850261,0.858571428571429,"0"
0.925213756605011,0.931428571428571,"0"
0.89586450379973,0.904285714285714,"1"
0.924764429142752,0.938571428571429,"1"
0.765103576609864,0.754285714285714,"1"
0.880919262955316,0.854285714285714,"0"
0.791895490889225,0.834285714285714,"1"
0.711356817453336,0.810714285714286,"0"
0.819854531672399,0.754642857142857,"1"
0.881995057856979,0.858571428571429,"0"
0.908059510955633,0.964285714285714,"0"
0.880395517634412,0.805714285714286,"1"
0.725648796582928,0.695714285714286,"1"
0.738563633657994,0.672857142857143,"0"
0.759233244960804,0.751428571428571,"0"
0.906071421961739,0.927857142857143,"0"
0.908672674004938,0.966428571428571,"0"
0.683695581743971,0.655,"0"
0.822933001573688,0.819285714285714,"0"
0.830160765970298,0.76,"1"
0.856033125293422,0.751428571428571,"1"
0.754342854528893,0.727142857142857,"0"
0.724997034003027,0.7,"0"
0.839346936596522,0.904285714285714,"0"
0.729762829913785,0.718571428571429,"0"
0.661164047745574,0.535714285714286,"1"
0.649094763869058,0.607571428571429,"0"
0.619738209094327,0.638571428571429,"0"
0.929138730366939,0.914285714285714,"1"
0.770031748146766,0.827142857142857,"1"
0.867558238815283,0.852857142857143,"0"
0.704391119368733,0.732857142857143,"1"
0.883266830167068,0.907142857142857,"0"
0.725546391737051,0.775714285714286,"1"
0.780379399954099,0.747142857142857,"0"
0.834769366771818,0.817142857142857,"0"
0.873424509019456,0.874285714285714,"1"
0.856344697384266,0.86,"1"
0.825613838100884,0.758571428571429,"0"
0.920425796025244,0.871428571428571,"0"
0.6435696569503,0.641428571428571,"0"
0.938130786284823,0.877142857142857,"1"
0.837677753469182,0.882142857142857,"0"
0.902084376264485,0.941428571428571,"0"
0.738452422278819,0.685714285714286,"0"
0.886494937945474,0.772142857142857,"1"
0.943661235679425,0.884285714285714,"1"
0.913524446842085,0.861428571428571,"1"
0.696056122207426,0.544285714285714,"0"
0.926111788892147,0.882857142857143,"0"
0.831585166694318,0.859428571428571,"0"
0.830709880320491,0.761428571428571,"0"
0.867072043964454,0.886428571428571,"0"
0.69132171962913,0.771428571428571,"1"
0.689013127831799,0.67,"0"
0.926082870493021,0.845714285714286,"0"
0.801658701727767,0.8,"0"
0.677847606817358,0.690714285714286,"0"
0.872421299265306,0.82,"0"
0.838888561576353,0.74,"0"
0.796829983636254,0.724285714285714,"0"
0.818675163193338,0.745714285714286,"1"
0.816902965113325,0.865714285714286,"0"
0.889521806015521,0.82,"1"
0.779784612603979,0.778571428571429,"0"
0.719257900452873,0.747142857142857,"1"
0.78024091963039,0.677142857142857,"1"
0.810986581266737,0.861428571428571,"0"
0.742266007234198,0.734285714285714,"0"
0.737651230657765,0.728571428571429,"1"
0.912929528772196,0.845714285714286,"0"
0.878844372102463,0.867142857142857,"1"
0.853061337134918,0.808857142857143,"0"
0.793528317234371,0.781428571428571,"1"
0.935715472441474,0.883571428571429,"0"
0.92702016119614,0.887142857142857,"0"
0.791826645584724,0.775714285714286,"1"
0.918255739201781,0.918571428571429,"0"
0.850195698277196,0.737857142857143,"1"
0.875157897219327,0.937142857142857,"0"
0.762527719025672,0.790714285714286,"0"
0.850296464590454,0.824285714285714,"0"
0.761933207769878,0.75,"1"
0.693490434328598,0.757142857142857,"0"
0.835867397077016,0.875714285714286,"0"
0.772340873083282,0.792857142857143,"1"
0.812789941439362,0.773571428571429,"1"
0.841300466289807,0.787142857142857,"1"
0.806913761462109,0.81,"0"
0.929903965980603,0.908571428571429,"1"
0.850054377432986,0.891428571428571,"0"
0.853283923244256,0.827142857142857,"1"
0.859022803535136,0.812857142857143,"0"
0.924069426375828,0.93,"1"
0.85192409460093,0.761428571428571,"0"
0.881533071352309,0.865714285714286,"1"
0.885159530070764,0.915714285714286,"0"
0.821627644433135,0.75,"0"
0.846073117675228,0.877142857142857,"1"
0.918506421273382,0.815714285714286,"1"
0.894088759478835,0.915714285714286,"0"
0.781861195108904,0.744285714285714,"1"
0.840573946839832,0.898571428571429,"0"
0.967842617507853,0.834285714285714,"1"
0.767451821832195,0.67,"0"
0.882797377829628,0.861428571428571,"0"
0.916622083838772,0.838571428571429,"1"
0.952997058791228,0.968571428571429,"1"
0.918285099937144,0.902857142857143,"0"
0.918852596903849,0.971428571428571,"0"
0.843004593888889,0.824285714285714,"0"
0.81713651104217,0.794285714285714,"0"
0.859065140867291,0.865714285714286,"0"
0.828662059201983,0.78,"1"
0.767876822430546,0.851428571428571,"1"
0.824226469594062,0.825714285714286,"0"
0.818809509939617,0.835714285714286,"1"
0.923678216612831,0.881428571428571,"0"
0.762239918726246,0.708571428571429,"1"
0.886651758592681,0.808571428571429,"1"
0.63427901807903,0.604285714285714,"1"
0.700529778415837,0.638571428571429,"1"
0.866767248411872,0.876428571428571,"1"
0.903796854564764,0.872142857142857,"1"
0.712159132301787,0.667142857142857,"0"
0.930434205307747,0.922857142857143,"0"
0.832293327087569,0.821428571428571,"1"
0.805949328177682,0.798571428571429,"1"
0.87113484612788,0.765714285714286,"0"
0.931110351168107,0.927142857142857,"1"
0.910109559179837,0.902857142857143,"1"
0.627744203248565,0.633571428571429,"0"
0.875626256442584,0.86,"0"
