"RMSE","Rsquared","MAE"
0.26313070739097,0.930772076837776,0.187344319073273
0.262561357929679,0.930986687778117,0.190102893632673
0.314839907150612,0.900975989982391,0.231493721963409
0.266318174763104,0.929083735182001,0.194329864784138
