row_id,Prediction,PredictedLabel
0,0.9956535638938554,1
1,0.9999986832529929,1
2,0.9998500248161211,1
3,0.9990429136570241,1
4,0.9995304809371174,1
5,0.0902380853209274,0
6,0.00826685566999879,0
7,0.022463646654284814,0
8,0.0023400615805507547,0
9,0.9607998382940293,1
10,0.13069747749740263,0
11,0.004670848024128151,0
12,0.0001062430688526409,0
13,0.0009802695683238142,0
14,1.6524447530479945e-06,0
15,0.0004774228007387719,0
16,0.9999993314115929,1
17,0.9994755353701908,1
18,0.9991183770952639,1
19,6.52498328740728e-05,0
20,0.0015838687888992163,0
21,0.0015838687888992163,0
22,0.00023996051920561367,0
23,0.9999818678248332,1
24,0.9998824479448903,1
25,0.9999916589708563,1
26,0.9999785789083556,1
27,0.9842242750647808,1
28,0.9999730643533699,1
29,0.9999537254570064,1
30,0.930390865322473,1
31,0.9964580431395169,1
32,0.9999580459411719,1
33,0.9999989301059433,1
34,0.9981404526269335,1
35,5.1120248529796866e-05,0
36,4.456358711434277e-05,0
37,6.395973165954982e-05,0
38,5.5785764762089304e-05,0
39,4.89654565128928e-05,0
40,3.207724257911469e-05,0
41,5.5785764762089304e-05,0
42,4.210755260239106e-05,0
43,4.720756043165883e-05,0
44,3.5751111427428676e-05,0
45,5.052432260556411e-05,0
46,5.5785764762089304e-05,0
47,1.7296906018290386e-05,0
48,5.071025921773056e-05,0
49,8.153788690864448e-06,0
50,0.00010119545596028046,0
51,8.382540245744728e-05,0
52,3.197305058998111e-05,0
53,0.00010119545596028046,0
54,8.153788690864448e-06,0
55,8.153788690864448e-06,0
56,1.5626466994245085e-05,0
57,5.5785764762089304e-05,0
58,5.5785764762089304e-05,0
59,5.5785764762089304e-05,0
60,3.197305058998111e-05,0
61,4.720756043165883e-05,0
62,5.5785764762089304e-05,0
63,3.5595149652182215e-05,0
64,4.720756043165883e-05,0
65,5.5785764762089304e-05,0
66,5.5785764762089304e-05,0
67,5.071025921773056e-05,0
68,4.861207839761433e-05,0
69,5.052432260556411e-05,0
70,5.5785764762089304e-05,0
71,0.0004140873039245198,0
72,5.293721586098019e-07,0
73,6.725757061098556e-05,0
74,8.153788690864448e-06,0
75,8.413363563239796e-05,0
76,0.0001145749738942492,0
77,0.00032245412214242905,0
78,6.545277017920139e-06,0
79,8.153788690864448e-06,0
80,1.7296906018290386e-05,0
81,3.094324678756067e-05,0
82,5.071025921773056e-05,0
83,5.5785764762089304e-05,0
84,5.5785764762089304e-05,0
85,1.5234397987891761e-05,0
86,5.5785764762089304e-05,0
87,4.106003444882535e-05,0
88,0.00032500710741740607,0
89,3.197305058998111e-05,0
90,6.203733050051429e-05,0
91,5.5785764762089304e-05,0
92,4.106003444882535e-05,0
93,5.9703153919989887e-05,0
94,5.7158748697882524e-05,0
95,5.172571606000241e-06,0
96,1.7296906018290386e-05,0
97,5.4566857308721835e-05,0
98,3.207314575168477e-05,0
99,0.9998998563039644,1
100,0.9999854002026064,1
101,0.9999951102225553,1
102,0.9999252047215895,1
103,0.0033415975147504085,0
104,0.0006111325153898133,0
105,0.2658373140365171,0
106,0.9989532051537983,1
107,0.8965391397976273,1
108,0.9999734733888823,1
109,0.7894829229724306,1
110,1.395574962041518e-05,0
111,0.9964623749820244,1
112,0.9641072815488158,1
113,0.9902781562313973,1
114,0.994825515264938,1
115,0.9890251562078411,1
116,0.905692448575727,1
117,0.9976223624169464,1
118,0.991173289319349,1
119,0.9999955353956272,1
120,0.9958198259528251,1
121,0.9997493830296026,1
122,0.9999998144635727,1
123,0.999890589060481,1
