row_id,Prediction,PredictedLabel
0,0.9950743317604065,1
1,0.9931069016456604,1
2,0.9913030862808228,1
3,0.9913030862808228,1
4,0.9913030862808228,1
5,0.3558182120323181,0
6,0.0016662379493936896,0
7,0.01618785224854946,0
8,0.04440726712346077,0
9,0.9808329343795776,1
10,0.02580251917243004,0
11,0.0018462163861840963,0
12,0.004700091667473316,0
13,0.05350986495614052,0
14,0.0028121983632445335,0
15,0.030397651717066765,0
16,0.9971376657485962,1
17,0.9972406625747681,1
18,0.9710827469825745,1
19,0.0034310335759073496,0
20,0.011550448834896088,0
21,0.011550448834896088,0
22,0.0026964775752276182,0
23,0.9980746507644653,1
24,0.9940879344940186,1
25,0.9980794191360474,1
26,0.9963686466217041,1
27,0.9930163621902466,1
28,0.9971376657485962,1
29,0.9960469603538513,1
30,0.9894200563430786,1
31,0.9977465271949768,1
32,0.9983269572257996,1
33,0.9877970814704895,1
34,0.9889256358146667,1
35,0.009550081565976143,0
36,0.009417414665222168,0
37,0.009417414665222168,0
38,0.009550081565976143,0
39,0.009789235889911652,0
40,0.009550081565976143,0
41,0.009550081565976143,0
42,0.009550081565976143,0
43,0.009550081565976143,0
44,0.009550081565976143,0
45,0.009550081565976143,0
46,0.009550081565976143,0
47,0.009550081565976143,0
48,0.009550081565976143,0
49,0.009550081565976143,0
50,0.009550081565976143,0
51,0.009789235889911652,0
52,0.009550081565976143,0
53,0.009550081565976143,0
54,0.009550081565976143,0
55,0.009550081565976143,0
56,0.009550081565976143,0
57,0.009550081565976143,0
58,0.009550081565976143,0
59,0.009550081565976143,0
60,0.009550081565976143,0
61,0.009550081565976143,0
62,0.009550081565976143,0
63,0.009417414665222168,0
64,0.009550081565976143,0
65,0.009550081565976143,0
66,0.009550081565976143,0
67,0.009550081565976143,0
68,0.009550081565976143,0
69,0.009550081565976143,0
70,0.009550081565976143,0
71,0.009417414665222168,0
72,0.009550081565976143,0
73,0.009550081565976143,0
74,0.009550081565976143,0
75,0.009550081565976143,0
76,0.009417414665222168,0
77,0.009550081565976143,0
78,0.009550081565976143,0
79,0.009550081565976143,0
80,0.009550081565976143,0
81,0.009417414665222168,0
82,0.009550081565976143,0
83,0.009550081565976143,0
84,0.009550081565976143,0
85,0.009550081565976143,0
86,0.009550081565976143,0
87,0.009550081565976143,0
88,0.009789235889911652,0
89,0.009550081565976143,0
90,0.009417414665222168,0
91,0.009550081565976143,0
92,0.009550081565976143,0
93,0.009417414665222168,0
94,0.009417414665222168,0
95,0.009550081565976143,0
96,0.009550081565976143,0
97,0.009550081565976143,0
98,0.0022880982141941786,0
99,0.9975337982177734,1
100,0.9972570538520813,1
101,0.9975372552871704,1
102,0.9982089996337891,1
103,0.0028524731751531363,0
104,0.0039057228714227676,0
105,0.004515799228101969,0
106,0.974105715751648,1
107,0.8466470837593079,1
108,0.99442458152771,1
109,0.9743756055831909,1
110,0.001744140638038516,0
111,0.9977465271949768,1
112,0.9796957969665527,1
113,0.990513801574707,1
114,0.990513801574707,1
115,0.990513801574707,1
116,0.9206376075744629,1
117,0.990513801574707,1
118,0.990513801574707,1
119,0.9967495203018188,1
120,0.9970396161079407,1
121,0.9966257810592651,1
122,0.9963710308074951,1
123,0.9966541528701782,1
124,0.9967495203018188,1
125,0.9959990978240967,1
126,0.9978451728820801,1
127,0.9875003099441528,1
128,0.0034310335759073496,0
129,0.018001489341259003,0
130,0.8466470837593079,1
131,0.01586657576262951,0
132,0.014270982705056667,0
133,0.014004291035234928,0
134,0.014004291035234928,0
135,0.014004291035234928,0
136,0.014004291035234928,0
137,0.014004291035234928,0
138,0.014004291035234928,0
139,0.004993800073862076,0
140,0.9923853874206543,1
141,0.9974935054779053,1
142,0.005249823909252882,0
143,0.0017795923631638288,0
144,0.010151093825697899,0
145,0.011092373169958591,0
146,0.010832669213414192,0
147,0.010151093825697899,0
148,0.007614425849169493,0
149,0.0246218703687191,0
150,0.04155769199132919,0
151,0.990513801574707,1
152,0.9509392380714417,1
153,0.9652571678161621,1
154,0.9514411091804504,1
155,0.9940879344940186,1
156,0.9971524477005005,1
157,0.8244683146476746,1
158,0.9967653751373291,1
159,0.9969838261604309,1
160,0.02913239412009716,0
161,0.0018662366783246398,0
162,0.0019405040657147765,0
163,0.0149283017963171,0
164,0.0034310335759073496,0
165,0.0028524731751531363,0
166,0.010731400921940804,0
167,0.0025458240415900946,0
168,0.990513801574707,1
169,0.9206376075744629,1
170,0.014373010955750942,0
171,0.004515799228101969,0
172,0.0034310335759073496,0
173,0.9968409538269043,1
174,0.004675624892115593,0
175,0.02379874885082245,0
176,0.005534072872251272,0
177,0.04042540863156319,0
178,0.0022480536717921495,0
179,0.0018662366783246398,0
180,0.002024308079853654,0
181,0.006060850340873003,0
182,0.7552406191825867,1
183,0.022418029606342316,0
184,0.011212595738470554,0
185,0.9508199691772461,1
186,0.9567006826400757,1
187,0.9610738158226013,1
188,0.9729340076446533,1
189,0.9928863644599915,1
190,0.9930559992790222,1
191,0.9928863644599915,1
192,0.8991894125938416,1
193,0.993300199508667,1
194,0.9928863644599915,1
195,0.001569315092638135,0
196,0.9970267415046692,1
197,0.9885267019271851,1
198,0.0320255346596241,0
199,0.9976750016212463,1
200,0.9979756474494934,1
201,0.9973592162132263,1
202,0.9976442456245422,1
203,0.9970588684082031,1
204,0.9973940849304199,1
205,0.7641661763191223,1
206,0.003265432780608535,0
207,0.002516422187909484,0
208,0.0017795923631638288,0
209,0.001631785067729652,0
210,0.004145912826061249,0
211,0.001631785067729652,0
212,0.5875923037528992,1
213,0.04722444340586662,0
214,0.003507007611915469,0
215,0.0035601994022727013,0
216,0.001569315092638135,0
217,0.007942215539515018,0
218,0.6209359765052795,1
219,0.07871192693710327,0
220,0.06993431597948074,0
221,0.010494586080312729,0
222,0.9954521059989929,1
223,0.9951905012130737,1
224,0.013158760033547878,0
225,0.9914746284484863,1
226,0.3270793557167053,0
227,0.02913239412009716,0
228,0.9949343800544739,1
229,0.9952775239944458,1
230,0.9929326772689819,1
231,0.8187720775604248,1
232,0.9978952407836914,1
233,0.9970114231109619,1
234,0.9773815870285034,1
235,0.9964073300361633,1
236,0.3341327905654907,0
237,0.9918749928474426,1
238,0.9900779724121094,1
