pn_id,usma_grad_yr,ma100,ma103,ma104,ma153,ma205,ma255,ma206,core_avg,cqpa,ccps,timeframe
C49546761,2019,,0.7061,0.64710774,,,,0.73645,0.69655258,2.058,2.14876747,17-2
C68819454,2019,,0.911555,0.947,,0.8125,,0.851,0.88051375,2.618,2.60299015,17-2
C59549091,2020,,0.7006,0.6834,,,,0.62681,0.6960325,2.195,2.29620028,17-2
C98543761,2019,,0.75543,0.86616666,,0.77,,0.7627,0.78857416,2.53,2.39068055,17-2
C07038156,2019,,0.704705,0.623,,,,0.72663,0.69589625,2.075,2.091326,17-2
C75000287,2019,,0.7806,0.76816666,,,,0.7097,0.75282222,2.61,2.42914367,17-2
C73219885,2019,,0.915595,0.848,,0.8933,,0.87523,0.88303125,3.224,2.88297963,17-2
C99115592,2019,,0.780015,0.71913666,,0.7465,,0.675,0.73016291,1.931,2.04562688,17-2
C22906813,2019,,0.830025,0.70583333,,0.7863,,0.8255,0.78691458,2.518,2.49755311,17-2
C71364321,2019,,0.82855,0.74879731,,0.783,,0.7671,0.78186182,2.753,2.69802809,17-2
C66743911,2019,,0.7384,0.722,,,,0.64145,0.7264725,1.908,2.01080942,17-2
C08551098,2019,,0.847,0.92257333,,0.8765,,0.84056,0.87165833,2.939,2.68130684,17-2
C04704186,2019,,0.894,0.92464333,,0.9552,,0.9312,0.92626083,3.383,2.92468357,17-2
C76446104,2019,,0.80627,0.75583333,,,,0.76122,0.77444111,2.608,2.58322453,17-2
C75486568,2019,,0.789995,0.77046666,,0.825,,0.79668,0.79553541,2.635,2.55959225,17-2
C42778141,2019,,0.820875,0.96996666,,0.9019,,0.77794,0.86767041,2.888,2.55019903,17-2
C74075028,2019,,0.9198,0.94348333,,0.9355,,0.90252,0.92532583,3.451,2.99128389,17-2
C60033251,2019,,0.810305,0.8144,,,,0.784,0.80290166,2.359,2.15842128,17-2
C32130484,2019,,0.8225,0.83898333,,,,0.83965,0.83371111,3.147,2.78288746,17-2
C15929683,2019,,0.697605,0.67534013,,,,0.6786,0.68384837,2.014,2.28420591,17-2
C20307399,2019,,0.852065,0.83908333,,0.7975,,0.7752,0.81596208,2.713,2.68547058,17-2
C78221587,2019,,0.9267,0.87494333,,0.846,,0.8165,0.86603583,2.921,2.56427336,17-2
C39740815,2019,,0.9355,0.943,,0.904,,0.8865,0.91725,3.379,3.10063577,17-2
C52410543,2018,,0.9132832,0.89734333,,0.87952,,0.89491,0.89626413,3.23,2.82649922,17-2
C19061025,2019,,0.7639,0.92117647,,,,0.82942,0.83816549,2.862,2.85280704,17-2
C01343525,2019,,0.786,0.70418666,,0.7208,,0.557,0.65390333,1.693,1.8060813,17-2
C45297372,2019,,0.70631362,0.73199333,,0.8015,,0.774,0.75345173,2.512,2.2275815,17-2
C40183194,2019,,0.927,0.94206333,,0.934,,0.985,0.94701583,3.759,3.39508438,17-2
C03735881,2019,,0.943,0.92848333,,0.8637,,0.90325,0.90960833,3.547,3.25081849,17-2
C21767353,2019,,0.87465,0.87385,,0.86375,,0.8382,0.8626125,2.764,2.73860049,17-2
C83928761,2019,,0.86604,0.8675,,0.7995,,0.79575,0.8321975,2.736,2.65915298,17-2
C72435195,2019,,,,0.85326,,,0.839,0.84613,2.613,2.62357187,17-2
C14888146,2019,,0.825435,0.80796666,,0.775,,0.7637,0.79302541,2.474,2.4352107,17-2
C69939603,2019,,0.74804,0.7305,,,,0.774,0.75084666,2.676,2.53706551,17-2
C68264699,2019,,0.918495,0.8295,,,,0.8842,0.87739833,3.431,3.05800867,17-2
C27133275,2019,,0.813,0.79616666,,,,0.8044,0.80452222,2.505,2.16257739,17-2
C08374520,2019,,0.854185,0.8585,,,,0.85379,0.85549166,3.259,3.03680539,17-2
C33563792,2019,,0.938785,0.92960666,,0.945,,0.9549,0.94207291,3.399,2.94769764,17-2
C86177080,2019,,0.953565,0.9531,,0.9605,,0.9617,0.95721625,3.811,3.32980204,17-2
C84567934,2019,,0.9074,0.86106666,,0.8445,,0.93822,0.88779666,3.142,3.04784155,17-2
C93017275,2019,,0.892,0.87216666,,,,0.88025,0.88147222,3.004,2.80940533,17-2
C97726794,2019,,0.908735,0.92511666,,,,0.907,0.91361722,3.587,3.25362062,17-2
C72021461,2019,,0.764755,0.83916666,,,,0.87222,0.82538055,3.103,2.86363363,17-2
C74796797,2019,,0.879445,0.8911,,0.7725,,0.76378,0.82670625,2.932,2.68980885,17-2
C00056766,2019,,0.78394,0.778,,,,0.8585,0.80681333,2.869,2.85876751,17-2
C73807480,2019,,0.8145,0.93516666,,0.8966,,0.76206,0.85208166,2.885,2.52553225,17-2
C69733805,2019,,0.92805,0.9759,,,,0.93205,0.94533333,3.896,3.38318634,17-2
C35730453,2019,,0.84066,0.85,,,,0.80067,0.83044333,2.998,2.70549607,17-2
C28611556,2019,,0.85844567,0.89599666,,,,0.90874,0.88772744,2.906,2.79255676,17-2
C11232457,2019,,0.83255,0.65453872,,,,0.69345,0.72684624,2.125,2.2611165,17-2
C67870153,2019,,0.85165,0.85718333,,,,0.79345,0.83409444,2.687,2.44164205,17-2
C11331978,2019,,0.97603,0.97272727,,0.9688,,0.97683,0.97359681,3.956,3.42133474,17-2
C75547236,2019,,0.85466,0.85006666,,,,0.79845,0.83439222,3.339,2.81236744,17-2
C86783018,2020,,0.63363,0.724,,,,0.7185,0.74440875,2.424,2.29429698,17-2
C73034219,2019,,0.871905,0.80566666,,,,0.7586,0.81205722,2.924,2.70654464,17-2
C57808510,2019,,0.749105,0.71924333,,,,0.8214,0.76324944,2.669,2.59037662,17-2
C65707726,2019,,0.807535,0.79910666,,,,0.75,0.78554722,2.739,2.83706808,17-2
C69313415,2019,,0.62287,0.72545,,,,0.68703,0.71845625,2.284,2.43051863,17-2
C33409592,2019,,0.7915,0.901,,,,0.914,0.86883333,3.323,2.97040153,17-2
C07672345,2020,,,,0.95388666,,,0.96666,0.96027333,3.796,3.30539298,17-2
C58880052,2018,,0.78421052,0.76307333,,0.77,,0.759,0.76907096,2.448,2.32825208,17-2
C00760926,2019,,0.93077,0.90306666,,0.94,,0.914,0.92195916,3.52,3.27028799,17-2
C87568447,2019,,0.84361,0.80216666,,,,0.831,0.82559222,2.944,2.72135711,17-2
C14986332,2019,,0.79749,0.80216666,,,,0.73636,0.77867222,2.293,2.27266264,17-2
C94299748,2019,,0.623885,0.76575,,,,0.73401,0.73639875,2.207,2.14080572,17-2
C53503636,2019,,0.841165,0.74927,,,,0.7219,0.77077833,2.29,2.07489347,17-2
C65275115,2019,,0.7915,0.73255333,,0.7845,,0.68695,0.74887583,2.124,2.3015182,17-2
C88562379,2019,,,,0.91356783,,0.95082358,0.921,0.9284638,3.602,3.16219425,17-2
C77967323,2019,,0.688045,0.72575,,,,0.75225,0.722015,2.138,1.96949458,17-2
C47655257,2019,,0.691175,0.81490666,,,,0.84627,0.78411722,2.718,2.43098736,17-2
C57343472,2019,,0.6575,0.65183333,,,,0.663,0.65744444,1.899,2.1250031,17-2
C34544319,2019,,0.8775,0.94266666,,0.9475,,0.91735,0.92125416,3.477,3.08691144,17-2
C72087848,2019,,0.849575,0.8415,,,,0.75359,0.81488833,2.575,2.2691524,17-2
C64433894,2019,,0.81217,0.82916666,,,,0.828,0.82311222,3.115,2.80092621,17-2
C43212881,2019,,0.82122,0.80810333,,,,0.73293,0.78741777,2.28,2.29034996,17-2
C81986747,2019,,0.8815,0.9195,,,,0.84673,0.88257666,3.376,3.14503169,17-2
C75896703,2019,,0.92096,0.89866666,,0.86387,,0.822,0.87637416,2.781,2.68332076,17-2
C44490649,2019,,0.830545,0.82538333,,0.8355,,0.81683,0.82706458,2.676,2.53401875,17-2
C78353199,2019,,0.75008,0.68366666,,0.7154,,0.6605,0.70241166,1.763,1.8343451,17-2
C68960297,2019,,0.770495,0.69162333,,,,0.80253,0.75488277,2.814,2.72802258,17-2
C37194246,2019,,0.73855,0.7281,,,,0.7695,0.74538333,2.556,2.5118196,17-2
C36711167,2019,,0.70067,0.70566666,,,,0.719,0.70844555,2.428,2.41394997,17-2
C40366247,2019,,0.879665,0.92112333,,,,0.81706,0.87261611,3.062,2.7257278,17-2
C17229831,2019,,0.83375,0.80566666,,,,0.72244,0.78728555,2.716,2.45879102,17-2
C39510865,2019,,0.76195,0.71603333,,0.685,,0.6345,0.69937083,2.033,2.03686881,17-2
C90246994,2019,,0.770105,0.73087,,,,0.75067,0.75054833,2.055,2.20648432,17-2
C44641608,2019,,0.816165,0.73886666,,,,0.72508,0.76003722,2.388,2.32148004,17-2
C77120845,2019,,0.8875,0.84309764,,0.8945,,0.83566,0.86518941,2.827,2.73724818,17-2
C74458058,2019,,0.9205,0.92519,,0.9225,,0.88221,0.9126,3.379,3.29061198,17-2
C65443752,2019,,0.786455,0.80266666,,,,0.72678,0.77196722,2.82,2.63513994,17-2
C61322062,2020,,0.606,0.7353,,,,0.61088888,0.68403722,2.157,1.92352915,17-2
C36908017,2019,,0.703,0.654,,,,0.71425,0.6932125,2.299,2.4735713,17-2
C54432735,2019,,0.818425,0.79616666,,,,0.845,0.81986388,2.792,2.48351264,17-2
C34300059,2019,,,,0.70863,0.8717,,0.90162,0.82731666,3.04,2.61573648,17-2
C17995896,2019,,0.878,0.96416666,,,,0.906,0.91605555,3.394,3.23532438,17-2
C41967559,2019,,0.78735,0.76866666,,,,0.70547,0.75382888,2.531,2.55132103,17-2
C55664997,2019,,0.81845,0.83639,,0.833,,0.78626,0.818525,2.86,2.65381742,17-2
C13090116,2019,,0.85208205,0.96870748,,0.9145,,0.889,0.90607238,2.968,2.70516825,17-2
C65161331,2019,,0.671745,0.71582491,,,,0.732,0.7065233,2.239,2.22031641,17-2
C93658213,2019,,0.93975,0.946,,0.975,,0.935,0.9489375,3.859,3.31130743,17-2
C77727441,2019,,0.82483,0.8530303,,0.7795,,0.80776,0.81628007,2.66,2.63215065,17-2
C50760302,2019,,0.728525,0.68221666,,,,0.64065,0.68379722,2.453,2.62526321,17-2
C04965577,2019,,0.85992,0.8826,,0.8827,,0.8054,0.857655,3.042,2.82141352,17-2
C65915737,2019,,,,0.94030612,,0.97070207,0.9845,0.96516939,3.99,3.27566099,17-2
C67275927,2019,,0.775085,0.79366666,,,,0.81489,0.79454722,2.856,2.79512048,17-2
C66115178,2019,,0.80568,0.71453333,,,,0.82036,0.78019111,2.462,2.585006,17-2
C16816703,2019,,0.76953061,0.70144053,,,,0.6915,0.72082371,2.204,2.41133714,17-2
C12747993,2019,,,,0.837675,,0.88410891,0.92547,0.88241797,3.556,3.24131155,17-2
C84158943,2019,,0.835475,0.78185,,,,0.768,0.79510833,2.712,2.74591398,17-2
C19386500,2019,,0.877305,0.87188552,,0.862,,0.81433,0.85638013,3.21,2.90884852,17-2
C91605815,2019,,0.930255,0.92804666,,0.905,,0.86189,0.90629791,3.161,2.88630462,17-2
C82783643,2019,,0.748285,0.69836666,,,,0.7525,0.73305055,2.403,2.50636292,17-2
C51974124,2019,,0.723935,0.70116666,,,,0.79357,0.73955722,2.741,2.5585258,17-2
C96984370,2019,0.817,0.712045,0.6779,,,,0.77127,0.74455375,2.064,1.9711206,17-2
C53513736,2019,,0.84199,0.90256666,,,,0.77331,0.83928888,3.217,2.95235682,17-2
C93471392,2019,,0.87048,0.87659,,0.8738,,0.84228,0.8657875,2.815,2.50017667,17-2
C74015839,2019,,0.90766,0.945,,0.864,,0.8112,0.881965,3.03,2.88500285,17-2
C24989794,2019,,0.8855,0.87333333,,,,0.73372,0.83085111,2.815,2.8319602,17-2
C94996779,2019,,,,0.90832,,0.91467146,0.85475,0.89258048,3.456,3.03713059,17-2
C28077270,2019,,0.8,0.86016666,,0.8517,,0.78001,0.82296916,2.744,2.58599997,17-2
C70148188,2019,,0.71879,0.79466666,,,,0.77,0.76115222,2.624,2.6937232,17-2
C42537199,2018,,0.93462,0.976,,0.9625,,0.947,0.95503,3.834,3.09798479,17-2
C34134184,2019,,0.73966,0.76911666,,,,0.79636,0.76837888,2.974,2.72173762,17-2
C00076947,2019,,0.76474,0.72383333,,,,0.72673,0.73843444,2.172,2.24442935,17-2
C08632225,2019,,0.8006,0.762,,,,0.69751,0.75337,2.897,2.59080362,17-2
C02502688,2019,,0.735,0.79023569,,,,0.69668,0.74063856,2.243,2.37895727,17-2
C82035521,2019,,0.913215,0.97066666,,0.9394,,0.91307,0.93408791,3.602,3.24830985,17-2
C69540228,2019,,0.9475,0.92256666,,0.97285714,,0.91001,0.93823345,3.19,2.87090087,17-2x
C67974911,2019,,0.94343,0.97916666,,0.941,,0.87402,0.93440416,3.502,3.00953197,17-2x
C15887270,2019,,0.93795,0.95895,,0.951,,0.938,0.946475,3.614,3.28348041,17-2x
C96896705,2019,,,,0.89919,,0.97479747,0.98997,0.95465249,3.663,3.15847516,17-2x
C26582797,2019,,0.954,0.9715,,0.98685714,,0.971,0.97083928,3.907,3.52067327,17-2x
C54299546,2019,,0.93393,0.96233333,,0.9752,,0.96272,0.95854583,3.684,3.25376678,17-2x
C37284699,2019,,0.92797,0.93739333,,0.9551,,0.947,0.94186583,3.458,3.1835506,17-2x
C90162245,2019,,0.9425,0.95039,,0.9655,,0.96733,0.95643,3.967,3.3785162,17-2x
C69726523,2019,,0.96745,0.95603333,,0.9485,,0.91167,0.94591333,3.884,3.32489991,17-2x
C49110233,2019,,0.922,0.95218855,,0.958,,0.92359,0.93894463,3.606,3.13742256,17-2x
C64098713,2019,,0.952475,0.97966666,,0.98,,0.95667,0.96720291,3.985,3.34183049,17-2x
C00699770,2019,,0.94035,0.988,,0.98285714,,0.97033,0.97038428,3.328,2.92972875,17-2x
C08178559,2019,,0.93451,0.90536666,,0.9721,,0.97157,0.94588666,3.58,3.13787699,17-2x
C43735727,2019,,0.956075,0.98046,,0.9654,,0.94483,0.96169125,3.804,3.26730466,17-2x
C91055562,2019,,0.971065,0.96077441,,0.98071428,,0.96767,0.97005592,4.082,3.54110527,17-2x
C62815536,2019,,,,0.946785,,0.93035958,0.95837,0.94517152,3.721,3.46416426,17-2x
C28707738,2019,,0.9022,0.94623333,,0.981,,0.96092,0.94758833,3.405,3.18530035,17-2x
C03113283,2019,,,,0.87302,,0.94769576,0.93651,0.91907525,3.565,3.05548525,17-2x
C46268950,2019,,0.9453,0.96233333,,0.965,,0.91931,0.94798583,3.747,3.19713259,17-2x
C51646050,2019,,0.955715,0.95833333,,0.9591,,0.94762,0.95519208,3.931,3.37909126,17-2x
C51401005,2019,,0.926,0.95263333,,0.9525,,0.96497,0.94902583,3.673,3.09007692,17-2x
C24394413,2019,,0.847375,0.88466666,,0.97,,0.87077,0.89320291,3.039,2.74665999,17-2x
C13343972,2019,,0.94225,0.9466,,0.9635,,0.87039,0.930685,3.444,2.91116428,17-2x
C82096217,2019,,0.9492,0.97633333,,0.98428571,,0.88603,0.94896226,3.441,3.08851123,17-2x
C23763076,2019,,0.938785,0.97710437,,0.98371428,,0.97433,0.96848341,3.913,3.51264763,17-2x
C73725307,2019,,0.9726,1.00116666,,0.9705,,0.97075,0.97875416,3.916,3.4366641,17-2x
C12820514,2019,,0.89108,0.92459666,,0.9686,,0.9002,0.92111916,3.245,3.03033876,17-2x
C11331978,2019,,0.97603,0.97272727,,0.9688,,0.97683,0.97359681,3.956,3.42133474,17-2x
C93658213,2019,,0.93975,0.946,,0.975,,0.935,0.9489375,3.859,3.31130743,17-2x
C65915737,2019,,,,0.94030612,,0.97070207,0.9845,0.96516939,3.99,3.27566099,17-2x
