pn_id,usma_grad_yr,ma100,ma103,ma104,ma153,ma205,ma255,ma206,core_avg,cqpa,ccps,timeframe
C72123639,2019,,0.80092,0.83181333,,0.758,,0.72581,0.77913583,2.627,2.48387003,17-2
C02276053,2019,,0.930275,0.98416666,,,,0.90228,0.93890722,3.618,3.29116201,17-2
C08302770,2019,,0.81481,0.72104333,,,,0.7955,0.77711777,2.664,2.52862644,17-2
C37284699,2019,,0.92797,0.93739333,,0.9551,,0.947,0.94186583,3.458,3.1835506,17-2
C90162245,2019,,0.9425,0.95039,,0.9655,,0.96733,0.95643,3.967,3.3785162,17-2
C69726523,2019,,0.96745,0.95603333,,0.9485,,0.91167,0.94591333,3.884,3.32489991,17-2
C07771162,2019,,0.88388,0.901,,0.882,,0.91888,0.89644,3.005,2.66396594,17-2
C71145457,2019,,0.834355,0.706734,,,,0.69232,0.74446966,2.158,2.30871296,17-2
C68787856,2019,0.8571,0.738355,0.7403,,,,0.75807,0.77345625,2.166,2.3757956,17-2
C09229669,2019,,0.856945,0.94025,,0.857,,0.825,0.86979875,2.727,2.4920516,17-2
C83658566,2019,,0.941345,0.98316666,,,,0.971,0.96517055,3.832,3.06449175,17-2
C42498218,2019,,0.883,0.87363333,,0.861,,0.86325,0.87022083,3.194,3.1367383,17-2
C03475084,2019,,0.91225,0.84746666,,0.9056,,0.8815,0.88670416,3.28,3.15991688,17-2
C72859602,2019,,0.843265,0.78469285,,,,0.73233,0.78676261,2.302,2.05253339,17-2
C12682452,2019,,0.914505,0.89506333,,0.924,,0.9104,0.91099208,3.438,3.18984962,17-2
C50138805,2019,0.85015,0.829055,0.82925,,,,0.73091,0.80984125,2.655,2.90331841,17-2
C83392643,2019,,0.87285,0.88428666,,0.9152,,0.84472,0.87926416,3.231,2.86906004,17-2
C93080230,2019,,0.91544,0.93683333,,0.9315,,0.8916,0.91884333,3.43,3.21470785,17-2
C71393481,2019,,0.652565,0.64876666,,,,0.69954,0.66695722,1.908,2.20421505,17-2
C94663201,2019,,0.781005,0.765,,0.8065,,0.736,0.77212625,2.604,2.59863043,17-2
C27884063,2019,,0.83565,0.83342666,,,,0.80858,0.82588555,2.962,2.88171625,17-2
C36636767,2018,,0.79166842,0.865,,0.89744,,0.903,0.8642771,2.911,2.85781193,17-2
C86282158,2019,,0.812135,0.8045,,0.7965,,0.83247,0.81140125,2.491,2.57097888,17-2
C39435296,2019,,0.76891,0.83116666,,,,0.76501,0.78836222,2.268,2.33621788,17-2
C08226733,2019,,0.9405,0.92816666,,0.9558,,0.946,0.94261666,3.721,3.33788347,17-2
C41898111,2019,,0.7995,0.80293333,,,,0.76495,0.78912777,2.594,2.64542031,17-2
C45974673,2019,,0.81676,0.93662666,,0.933,,0.82202,0.87710166,2.929,2.80961347,17-2
C05178576,2019,,0.89305,0.92748333,,,,0.84775,0.88942777,3.018,2.54871368,17-2
C58050573,2019,,0.877735,0.93026666,,0.9177,,0.843,0.89217541,3.112,2.9122014,17-2
C96130543,2019,,0.867,0.83653,,0.897,,0.8576,0.8645325,3.148,2.95403838,17-2
C70115828,2019,,0.825,0.74936513,,,,0.84637,0.80691171,2.766,2.54912424,17-2
C21068869,2019,,0.848,0.85266666,,0.908,,0.86278,0.86786166,3.203,2.81340957,17-2
C09190069,2019,,0.898055,0.84848,,0.87,,0.83898,0.86387875,2.814,2.99927545,17-2
C49413282,2019,,0.93265,0.88384,,0.9129,,0.82892,0.8895775,3.072,2.86522126,17-2
C02831003,2019,,0.92525,0.87160714,,0.937,,0.85078,0.89615928,3.054,2.73066831,17-2
C84392428,2018,,0.82625,0.91536666,,0.923895,,0.923,0.89712791,3.438,3.20631695,17-2
C41679405,2019,,0.9258,0.9255,,0.8731,,0.93089,0.9138225,3.245,2.88548732,17-2
C69379102,2019,,0.79859,0.81616666,,0.8435,,0.7418,0.80001416,2.498,2.38930559,17-2
C47424977,2019,,0.78771,0.74733333,,,,0.866,0.80034777,2.795,2.68444324,17-2
C26033283,2019,,0.768345,0.7791,,0.851,,0.76633,0.79119375,2.344,2.34042525,17-2
C78726434,2019,,,,0.875005,,0.90342034,0.87143,0.88328511,3.1,2.59574342,17-2
C90612588,2019,,0.7035,0.69633333,,0.744,,0.714,0.71445833,2.207,2.39218712,17-2
C56614597,2019,,0.929,0.97133333,,0.93695,,0.95687,0.94853833,3.592,2.97614789,17-2
C52974752,2019,,0.81188,0.90981666,,0.87925,,0.9,0.87523666,3.486,3.20170236,17-2
C19446106,2019,,0.905,0.95019666,,,,0.983,0.94606555,3.763,3.20391774,17-2
C96533034,2019,,0.95575,0.95133333,,,,0.9382,0.94842777,3.934,3.60262251,17-2
C25174316,2019,,0.96263,0.947,,0.885,,0.91684,0.9278675,3.109,2.88373756,17-2
C85076679,2019,,0.7835,0.7516,,,,0.8085,0.7812,2.534,2.33905673,17-2
C88360465,2019,,0.92935,0.95156666,,0.9133,,0.89954,0.92343916,3.075,2.60954332,17-2
C33318597,2019,,0.909,0.92204,,,,0.83964,0.89022666,3.353,2.85056329,17-2
C89770307,2019,,0.88428,0.84524,,0.861,,0.74196,0.83312,2.896,2.78015637,17-2
C79067169,2019,,0.85078,0.80676666,,0.869,,0.78493,0.82786916,2.738,2.67095757,17-2
C25350172,2019,,0.831035,0.73641666,,,,0.70325,0.75690055,2.662,2.60494828,17-2
C44960900,2019,,0.889625,0.8965,,0.86155,,0.882,0.88241875,2.989,2.76014686,17-2
C64548179,2019,,0.821285,0.78403333,,0.851,,0.78325,0.80989208,2.486,2.48643661,17-2
C26384459,2019,,0.9118,0.80983333,,,,0.78603,0.83588777,2.764,2.54458809,17-2
C04546256,2019,,0.734,0.77676767,,,,0.721,0.74392255,2.329,2.70722628,17-2
C01995518,2019,,0.70117,0.72483333,,,,0.68295,0.70298444,2.294,2.35602593,17-2
C99582374,2019,,0.859365,0.76600333,,0.8112,,0.7075,0.78601708,2.393,2.32421422,17-2
C67419892,2019,,0.90739,0.90933333,,0.8835,,0.9053,0.90138083,3.155,2.96492195,17-2
C72620340,2019,,,,0.786415,,0.86228622,0.82553,0.82474374,2.985,2.44072652,17-2
C02272934,2019,,0.841,0.73900333,,,,0.80124,0.79374777,2.92,2.59076023,17-2
C75154389,2019,,0.895585,0.95833333,,0.9303,,0.81385,0.89951708,3.306,3.13673902,17-2
C06163256,2020,,0.72483,0.69616666,,,,0.48407,0.66991666,1.947,2.13536692,17-2
C95421723,2019,,0.80045,0.68061666,,,,0.7498,0.74362222,2.307,2.50342655,17-2
C61879121,2019,,0.83056,0.83248333,,0.7995,,0.65532,0.77946583,2.247,2.33285475,17-2
C77064712,2019,,0.92795,0.95206666,,,,0.94803,0.94268222,3.6,3.10860991,17-2
C49110233,2019,,0.922,0.95218855,,0.958,,0.92359,0.93894463,3.606,3.13742256,17-2
C13129651,2019,,0.926,0.98733333,,0.9005,,0.914,0.93195833,3.37,2.92762995,17-2
C54461017,2020,,,,0.9875,,,0.965,0.97625,4.024,3.42503619,17-2
C10830223,2019,,,,0.84292929,,0.89493699,0.976,0.90462209,3.714,3.30118084,17-2
C05583337,2019,,0.86137,0.87719,,,,0.84088,0.85981333,2.784,2.7681818,17-2
C28859892,2019,,0.893325,0.93314333,,0.8595,,0.8045,0.87261708,2.927,2.66620207,17-2
C99777267,2019,,0.78979797,0.72933333,,,,0.7655,0.76154376,2.694,2.70432425,17-2
C34144633,2019,,0.73905,0.71283333,,0.7667,,0.7027,0.73032083,2.048,1.9889766,17-2
C68043511,2019,,0.820795,0.76883333,,,,0.70609,0.76523944,2.536,2.36912608,17-2
C04811609,2019,,0.8935202,0.922,,0.7881,,0.867,0.86765505,3.03,2.77174997,17-2
C28088663,2019,,0.691,0.63716666,,,,0.46184285,0.66088473,2.144,2.17999005,17-2
C73261931,2019,,0.829275,0.8335,,0.794,,0.825,0.82044375,2.994,2.80323625,17-2
C93520122,2019,,0.6969,0.77596078,,,,0.7725,0.76254852,2.872,2.53878546,17-2
C95693422,2019,,0.70211,0.66335,,,,0.70954,0.696125,1.979,2.01654863,17-2
C12953547,2019,,0.627355,0.68625,,,,0.65431,0.67823875,1.961,2.17046857,17-2
C80396745,2019,,0.79102,0.74016666,,0.83275,,0.89579,0.81493166,2.849,2.64768648,17-2
C65609003,2019,,0.801575,0.81419,,,,0.77399,0.796585,2.563,2.36974096,17-2
C07121565,2019,,0.824525,0.72848666,,,,0.77477,0.77592722,2.713,2.67768717,17-2
C12736554,2019,,0.8515,0.82246,,0.8092,,0.83015,0.8283275,2.796,2.55045342,17-2
C51237140,2019,,0.716,0.68316666,,,,0.778,0.72572222,2.507,2.53133249,17-2
C94257682,2019,,0.89789,0.81759,,,,0.83573,0.85040333,3.447,3.01352644,17-2
C64098713,2019,,0.952475,0.97966666,,0.98,,0.95667,0.96720291,3.985,3.34183049,17-2
C83936065,2019,,0.849445,0.8575,,,,0.74011,0.815685,2.53,2.46542215,17-2
C94540698,2020,,0.65692,0.67205,,,,0.66611,0.717157,1.877,1.98235798,17-2
C00699770,2019,,0.94035,0.988,,0.98285714,,0.97033,0.97038428,3.328,2.92972875,17-2
C04361539,2019,,0.824645,0.87375,,0.86333,,0.8735,0.85880625,3.102,2.8227787,17-2
C39033318,2019,,0.928,0.93383333,,0.9341,,0.93389,0.93245583,3.815,3.16817904,17-2
C82932791,2019,,0.735995,0.71971,,,,0.71036,0.72202166,2.443,2.59163618,17-2
C49555388,2019,,0.81758,0.75687333,,,,0.6324,0.73561777,2.582,2.25505519,17-2
C16053604,2019,,0.918085,0.94207333,,0.9459,,0.88715,0.92330208,3.38,3.08645701,17-2
C28863442,2019,,,,0.88225,,0.92690819,0.96429,0.92448273,3.559,3.24232912,17-2
C83848959,2019,,0.75016,0.8014,,0.7742,,0.788,0.77844,2.411,2.51749539,17-2
C19261901,2019,,0.95275,0.97516666,,0.925,,0.92794,0.94521416,3.508,3.26717257,17-2
C80285676,2020,,0.63085,0.75355,,,,0.80258,0.742095,2.484,2.49248981,17-2
C76747432,2020,,0.76586,0.79916333,,,,0.685,0.75000777,2.151,2.34249902,17-2
C60477598,2019,,0.87134,0.89372,,0.853,,0.78425,0.8505775,2.764,2.51297307,17-2
C32273996,2019,,0.86765,0.82733333,,,,0.84038,0.84512111,3.08,2.82373428,17-2
C17681247,2019,,0.9415,0.92916666,,0.89271,,0.802,0.89134416,3.27,2.80582905,17-2
C78423839,2019,,0.7026,0.7175,,,,0.67279,0.69763,2.29,2.07750726,17-2
C08178559,2019,,0.93451,0.90536666,,0.9721,,0.97157,0.94588666,3.58,3.13787699,17-2
C44529701,2019,,0.8525,0.90286666,,,,0.89473,0.88336555,3.248,3.03410196,17-2
C03810277,2019,,0.781,0.83494333,,,,0.74804,0.78799444,3.231,2.87623882,17-2
C01180716,2019,,0.6937,0.66220338,,,,0.736,0.69730112,2.489,2.26412392,17-2
C87393069,2019,,0.8369,0.76466666,,,,0.8427,0.81475555,2.879,2.58152485,17-2
C05196140,2019,,0.902305,0.91760333,,0.908,,0.9415,0.91735208,3.492,3.05293751,17-2
C85924205,2019,,0.87456,0.85854333,,,,0.8304,0.85450111,3.263,2.97414708,17-2
C17144418,2019,,0.80975,0.77121212,,,,0.70795,0.7629707,2.536,2.33994555,17-2
C34429800,2019,,0.841815,0.90286,,0.8212,,0.857,0.85571875,3.056,2.86076546,17-2
C90656413,2019,,0.92111,0.87097,,0.9014,,0.8158,0.87732,3.125,2.87095785,17-2
C77923308,2019,,0.854,0.88395,,,,0.7948,0.84425,3.101,2.97925282,17-2
C66988646,2019,,0.76664,0.73566666,,,,0.80533,0.76921222,2.604,2.66542053,17-2
C10642785,2019,,0.861225,0.91316666,,0.798,,0.771,0.83584791,2.69,2.52234411,17-2
C67199814,2019,,0.739895,0.71796666,,,,0.66897,0.70894388,2.036,1.94513488,17-2
C48435956,2019,,0.83578,0.8405,,,,0.89225,0.85617666,3.347,2.99844503,17-2
C93715212,2019,,0.80364,,,0.77699,,0.85322,0.81128333,2.609,2.4394989,17-2
C71674195,2019,,0.83135,0.80366666,,,,0.7505,0.79517222,2.776,2.60558081,17-2
C09182885,2019,,0.966145,0.98018,,0.9404,,0.945,0.95793125,3.764,3.18886161,17-2
C06245961,2019,,0.668585,0.64316666,,,,,0.67391722,2.476,2.26365089,17-2
C71311962,2018,,0.88595,0.791,,0.87905,,0.79807,0.8385175,3.074,2.67021441,17-2
C74992876,2019,,0.90843,0.94247666,,0.9145,,0.85374,0.90478666,3.364,3.09795499,17-2
C03867069,2019,,0.857,0.89416666,,,,0.86143,0.87086555,2.974,2.84165549,17-2
C04351116,2019,,0.72520304,0.70237666,,,,0.60075,0.70851099,1.619,1.61684644,17-2
C73841553,2019,,,,0.883645,,0.90619261,0.9495,0.91311253,3.211,3.09541988,17-2
C92724324,2019,,0.864,0.82035666,,0.8085,,0.76539,0.81456166,2.264,2.21338654,17-2
C76099182,2019,,0.906,0.95051666,,,,0.894,0.91683888,3.501,3.21409202,17-2
C64039079,2019,,0.852085,0.90363333,,0.9644,,0.872,0.89802958,3.076,2.78075957,17-2
C60975020,2019,,0.761575,0.75266666,,,,0.75,0.75474722,2.43,2.24675512,17-2
C18286930,2019,0.789,0.78865,0.7655,,,,0.69014,0.765234,2.513,2.6356473,17-2
C05995423,2019,,0.915425,0.93953333,,,,0.89883,0.91792944,3.63,3.27107501,17-2
C19636337,2020,,0.915705,,0.61975,0.876,,0.72231,0.78344125,2.941,2.56063914,17-2
C15929438,2019,,0.84921,0.84329,,,,0.829,0.8405,3.292,3.16211772,17-2
C66821080,2019,,0.920745,0.93137666,,0.8881,,0.82731,0.89188291,3.293,3.07713294,17-2
C77191818,2019,,0.7635,0.75612666,,,,0.751,0.75687555,2.208,2.30039358,17-2
C22698295,2019,,0.801935,0.7769,,,,0.85558,0.81147166,3.224,2.94743228,17-2
C43735727,2019,,0.956075,0.98046,,0.9654,,0.94483,0.96169125,3.804,3.26730466,17-2
C70063631,2019,,0.793535,0.81754,,,,0.84706,0.81937833,2.554,2.37003422,17-2
C44198811,2018,,0.85479797,0.844,,0.8672,,0.79652,0.85067359,2.895,2.48978043,17-2
C85234080,2019,,0.8705,0.83433333,,0.9105,,0.846,0.86533333,3.063,2.79633427,17-2
C86118966,2019,,,,0.759625,,0.82265976,0.90825,0.83017825,3.175,3.0170579,17-2
C77965161,2020,,,,,,,0.973,0.973,3.55,3.09579897,17-2
C04753688,2019,,0.8,0.88573666,,0.802,,0.79163,0.81984166,2.412,2.44484568,17-2
C64165598,2018,,0.956,0.949,,0.937,,0.984,0.9565,3.879,3.50520849,17-2
C13075424,2019,,0.8199,0.695,,,,0.48925,0.66805,1.805,2.00687385,17-2
C48697083,2019,,0.747405,0.71093333,,,,0.5703,0.67621277,1.998,2.02879357,17-2
C90546896,2020,0.72735,0.747865,0.68995,,,,0.67331,0.70961875,2.047,2.14787149,17-2
C45793529,2019,,0.7833,0.76052931,,0.77,,0.86698,0.79520232,2.894,2.59871387,17-2
C20861675,2019,,0.802245,0.8125,,0.77625,,0.757,0.78699875,2.688,2.47148538,17-2
C08185546,2019,,,,0.90886,0.94052631,,0.93175,0.92704543,3.628,2.96793818,17-2
C70957330,2019,,0.83522,0.88811,,0.879,,0.91123,0.87839,3.232,3.02299309,17-2
C29296260,2019,,0.769655,0.811,,0.8195,,0.73288,0.78325875,2.439,2.42122245,17-2
C96261854,2019,,0.751,0.73783333,,,,0.75672,0.74851777,2.539,2.60680628,17-2
C05760584,2019,,,,0.90916,,0.91234923,0.93039,0.91729974,3.858,3.19601822,17-2
C48490595,2019,,0.869965,0.84048333,,0.8485,,0.71339,0.81808458,2.684,2.61027718,17-2
C58256196,2019,,0.895885,0.94502333,,0.935,,0.89773,0.91840958,3.271,3.05100799,17-2
C56043166,2019,,0.905495,0.9225,,0.8588,,0.87406,0.89021375,3.206,2.7502749,17-2
C91055562,2019,,0.971065,0.96077441,,0.98071428,,0.96767,0.97005592,4.082,3.54110527,17-2
C79468987,2019,,0.776,0.83866666,,0.7725,,0.76249,0.78741416,2.343,2.53059745,17-2
C50020961,2019,,0.712395,0.70033,,0.7439,,0.75445,0.72776875,2.098,2.18687892,17-2
C31732975,2019,,0.76756539,0.88322666,,,,0.84035,0.83038068,2.938,2.88276553,17-2
C89302494,2020,,0.82298,0.74533333,,0.7578,,0.7327,0.76470333,2.449,2.55101705,17-2
C96925619,2019,,0.92627,0.88166666,,0.8705,,0.77511,0.86338666,2.844,2.5757041,17-2
C78898390,2019,,0.874705,0.86333333,,0.8562,,0.8124,0.85165958,2.991,2.66682649,17-2
C11739145,2019,,,,0.97336683,,0.96330783,0.9754,0.97069155,4.064,3.45232892,17-2
C65920011,2019,,0.8635,0.90762333,,0.875,,0.84255,0.87216833,3.037,2.86071825,17-2
C32058190,2019,,0.865005,0.83878666,,,,0.88021,0.86133388,2.899,2.81951356,17-2
C83523694,2019,,0.93055,0.93933333,,0.9392,,0.93313,0.93555333,3.573,3.19976163,17-2
C66083393,2019,,0.843325,0.85227118,,0.8595,,0.73886,0.82348904,2.553,2.36359644,17-2
C50334230,2019,,0.90068,0.90914,,,,0.82949,0.87977,3.071,2.89715409,17-2
C26938601,2019,,0.8392,0.72053872,,0.792,,0.77127,0.78075218,2.258,2.34643078,17-2
C27431632,2019,,0.77694416,0.74419,,,,0.75506,0.75873138,2.377,2.30091143,17-2
C87241542,2019,,0.90302,0.83626666,,0.8525,,0.847,0.85969666,3.271,3.02697563,17-2
C17861753,2019,,0.872,0.945,,0.9375,,0.90654,0.91526,3.53,3.28306723,17-2
C73753094,2019,,0.747415,0.75197,,,,0.816,0.771795,2.794,2.72325301,17-2
C96895315,2019,0.86055555,0.827865,0.76715,,,,0.81366,0.81730763,2.561,2.36307883,17-2
C86608017,2019,,0.9104,0.98338333,,0.915,,0.853,0.91544583,3.652,3.14033294,17-2
C69540573,2019,,0.715225,0.65033333,,,,0.6845,0.68335277,1.965,2.24319267,17-2
C57975246,2019,,0.8133,0.8805,,0.858,,0.94197,0.8734425,3.218,2.95896387,17-2
C17478542,2019,,0.88549,0.87016666,,0.9008,,0.852,0.87711416,3.281,2.79974055,17-2
C32799708,2019,,0.92565,0.94099,,,,0.70051,0.85571666,2.876,2.56871629,17-2
C26880773,2019,,0.91657,0.91526666,,,,0.84098,0.89093888,3.504,2.86369991,17-2
C10910201,2019,,0.93125,0.94503666,,0.9401,,0.824,0.91009666,3.369,2.839921,17-2
C84485215,2019,,0.85497,0.81171666,,,,0.7258,0.79749555,2.564,2.44489074,17-2
C47915105,2019,,,,0.8887,,0.965,0.961,0.93823333,3.937,3.48250937,17-2
C62815536,2019,,,,0.946785,,0.93035958,0.95837,0.94517152,3.721,3.46416426,17-2
C99546628,2019,,0.8832,0.84839333,,0.879,,0.8484,0.86474833,3.245,3.15407252,17-2
C91040504,2019,,0.82307,0.68766666,,0.837,,0.84525,0.79824666,2.677,2.55103946,17-2
C51282469,2019,,0.933125,0.88439333,,0.86530612,,0.88924,0.89301611,3.377,2.94946408,17-2
C61353102,2019,,0.89877,0.89758333,,0.9224,,0.8585,0.89431333,3.399,3.19476223,17-2
C99239907,2019,0.92905,0.9415,0.93285,,,,0.829,0.9081,3.648,3.27071595,17-2
C26889147,2019,,0.8541,0.79505762,,0.85322,,0.8496,0.8379944,3.087,2.81575036,17-2
C41138012,2019,,0.797855,0.76661666,,,,0.7655,0.77665722,2.619,2.47979164,17-2
C02264386,2019,,0.86575,0.884,,,,0.91132,0.88702333,3.118,2.85328674,17-2
C28707738,2019,,0.9022,0.94623333,,0.981,,0.96092,0.94758833,3.405,3.18530035,17-2
C43362298,2019,,0.9578,0.95633333,,,,0.9737,0.96261111,4.04,3.53249025,17-2
C03113283,2019,,,,0.87302,,0.94769576,0.93651,0.91907525,3.565,3.05548525,17-2
C33667705,2019,,0.9135,0.97140666,,,,0.9044,0.92976888,3.572,3.32717371,17-2
C50752756,2019,,0.942675,0.93266666,,0.9532,,0.9331,0.94041041,3.439,3.30573177,17-2
C73820845,2019,,,,0.89349,,0.91071107,0.90397,0.90272369,3.194,2.83451653,17-2
C44184138,2019,,0.722015,0.79033333,,0.83475,,0.8105,0.78939958,2.555,2.62728834,17-2
C51031217,2019,,0.746,0.849,,,,0.83917,0.81139,3.078,2.99341249,17-2
C38895063,2019,,0.881375,0.90630666,,0.8725,,0.78536,0.86138541,3.067,2.89647651,17-2
C46268950,2019,,0.9453,0.96233333,,0.965,,0.91931,0.94798583,3.747,3.19713259,17-2
C97938784,2019,,0.91989,0.89792666,,0.904,,0.83248,0.88857416,3.162,2.92106915,17-2
C75323873,2019,,0.8889,0.90293333,,,,0.81718,0.86967111,3.172,2.93678546,17-2
C04757844,2019,,0.6716,0.7729,,,,0.689,0.73792625,2.336,2.539783,17-2
C49914758,2019,,0.896015,0.93233333,,0.848,,0.825,0.87533708,2.947,2.78335428,17-2
C48203033,2019,,0.70570707,0.71434333,,,,0.74573,0.7219268,2.212,2.10245299,17-2
C82908228,2019,,0.906335,0.92416333,,,,0.89501,0.90850277,3.379,3.0852623,17-2
C58568289,2020,,,,0.93586666,,,0.9269,0.93138333,3.538,3.17906308,17-2
C30005850,2019,,0.83829,0.814,,,,0.82525,0.82584666,2.604,2.53718114,17-2
C10125410,2019,,0.926775,0.97205333,,,,0.964,0.95427611,3.908,3.29544997,17-2
C93857211,2019,,0.918585,0.86762,,,,0.92098,0.902395,3.679,3.26156664,17-2
C05957766,2019,,0.750345,0.76933333,,,,0.8425,0.78739277,2.555,2.52398157,17-2
C94556545,2019,,0.971175,0.8885,,0.9578,,0.88022,0.92442375,3.202,3.07609034,17-2
C62769201,2019,,0.706135,0.68123666,,,,0.67619,0.68785388,2.187,1.94695258,17-2
C51646050,2019,,0.955715,0.95833333,,0.9591,,0.94762,0.95519208,3.931,3.37909126,17-2
C00007619,2019,,0.72032,0.66203333,,,,0.75137,0.71124111,2.816,2.55816889,17-2
C39510902,2019,,0.659365,0.60883333,,,,0.74878,0.69975928,2.205,2.53592014,17-2
C39111142,2019,,0.88278,0.847,,,,0.78988,0.83988666,2.987,2.94309592,17-2
C64194706,2019,,0.75627272,0.67546666,,,,0.83451,0.77656234,2.65,2.79423857,17-2
C10218383,2020,,0.61046,0.706,,,,0.67475,0.6885175,2.115,1.92057943,17-2
C51401005,2019,,0.926,0.95263333,,0.9525,,0.96497,0.94902583,3.673,3.09007692,17-2
C00197403,2019,,0.94875,0.95266666,,0.91020408,,0.88308,0.92367518,3.335,2.85490322,17-2
C21005754,2019,,0.9257,0.96192333,,0.92434,,0.95587,0.94195833,3.57,3.27528048,17-2
C15940408,2019,,0.769095,0.86366666,,0.83,,0.76829,0.80776291,2.602,2.53735566,17-2
C26510171,2019,,0.834985,0.86212121,,,,0.8436,0.84690207,3.193,3.20274401,17-2
C70650962,2019,,0.837,0.80075,,0.8335,,0.729,0.8000625,2.806,2.68628359,17-2
C44116994,2019,,0.776,0.7313,,,,0.8395,0.78226666,2.634,2.33659816,17-2
C14242532,2019,,0.9705,0.97181666,,0.9608,,0.96566,0.96719416,3.698,3.07763934,17-2
C24394413,2019,,0.847375,0.88466666,,0.97,,0.87077,0.89320291,3.039,2.74665999,17-2
C13343972,2019,,0.94225,0.9466,,0.9635,,0.87039,0.930685,3.444,2.91116428,17-2
C82096217,2019,,0.9492,0.97633333,,0.98428571,,0.88603,0.94896226,3.441,3.08851123,17-2
C40078973,2019,,0.80523,0.7670068,,,,0.78915,0.78712893,2.504,2.61016965,17-2
C34457069,2019,,0.70405,0.65009666,,,,0.70618,0.68677555,1.954,2.27912259,17-2
C86868107,2019,,0.74094,0.7512,,,,0.70863,0.73359,2.359,2.50767112,17-2
C16862516,2019,,0.6988,0.75790666,,0.738,,0.76821,0.74072916,2.559,2.61534262,17-2
C77231366,2019,,0.653525,0.62352666,,,,0.69886,0.6679485,2.118,2.0736897,17-2
C20706262,2019,,,,0.913865,,0.91330783,0.975,0.93405761,3.887,3.54355717,17-2
C16078340,2019,,0.90891,0.91655,,,,0.90479,0.91008333,3.418,3.22748685,17-2
C23763076,2019,,0.938785,0.97710437,,0.98371428,,0.97433,0.96848341,3.913,3.51264763,17-2
C75105766,2019,,0.938185,0.93193333,,0.93781,,0.83144,0.90984208,3.446,2.98151803,17-2
C17443805,2019,,0.746155,0.76733333,,0.8005,,0.7925,0.77662208,2.504,2.46153569,17-2
C79641133,2019,,0.85009,0.83374333,,,,0.8365,0.84011111,3.041,2.80987573,17-2
C32255422,2019,,0.736445,0.75036333,,,,0.8509,0.77923611,2.652,2.50528431,17-2
C79805587,2019,,0.90931,0.85621,,0.9056,,0.95704,0.90704,3.114,2.82516456,17-2
C14975198,2020,,,,0.98083333,,,0.9775,0.97916666,4.156,3.62609863,17-2
C54916037,2019,,0.81226,0.73116666,,,,0.791,0.77814222,2.82,2.55633759,17-2
C15696570,2019,,0.62573,0.669,,,,0.70802,0.69915625,2.258,2.40243077,17-2
C63189091,2019,,0.842655,0.90166666,,,,0.8396,0.86130722,3.185,2.91471243,17-2
C19237175,2019,,0.833675,0.76964,,,,0.7544,0.785905,2.669,2.52727175,17-2
C22447506,2019,,0.953185,0.94923333,,0.9351,,0.9155,0.93825458,3.652,3.24814773,17-2
C59282340,2018,,0.9675,0.96366,,0.9925,,0.95868,0.970585,3.965,3.28770971,17-2
C38401256,2019,,0.6932,0.66383333,,,,0.69418,0.70910833,1.867,1.9436667,17-2
C30637725,2019,,0.878775,0.85313,,,,0.80152,0.844475,2.806,2.57487798,17-2
C85062074,2019,,0.81515,0.71533333,,,,0.79562,0.77536777,2.994,2.81821465,17-2
C29110798,2019,,0.909795,0.92,,,,0.894,0.90793166,3.332,3.00740719,17-2
C92271513,2019,,0.845,0.823,,0.7836,,0.75743,0.8022575,2.773,2.78448224,17-2
C71609724,2019,,,,0.68201,0.7984,,0.72639,0.7356,2.484,2.49999475,17-2
C22267446,2019,,0.8707,0.89747474,,,,0.895,0.88772491,3.496,3.18241262,17-2
C62945603,2019,,0.8521,0.85310666,,0.833,,0.82651,0.84117916,2.524,2.29568672,17-2
C73725307,2019,,0.9726,1.00116666,,0.9705,,0.97075,0.97875416,3.916,3.4366641,17-2
C70611863,2019,,0.884,0.9174,,,,0.924,0.90846666,3.233,3.07089496,17-2
C12820514,2019,,0.89108,0.92459666,,0.9686,,0.9002,0.92111916,3.245,3.03033876,17-2
C54392906,2019,0.9212,0.9495,0.968,,,,0.923,0.940425,3.461,3.05722427,17-2
C29426120,2018,,0.76675,0.85726,,0.8945,,0.77874,0.8243125,2.335,2.24892402,17-2
C82170535,2019,,0.86122,0.90933333,,0.901,,0.7963,0.86696333,3.079,2.8007648,17-2
C90967482,2019,,0.775825,0.75373333,,,,0.84325,0.79093611,2.951,2.94622517,17-2
C32398709,2019,,0.7502551,0.79733333,,,,0.62202,0.7450746,2.163,2.17569089,17-2
C34221103,2019,,0.7205,0.70038666,,,,0.68478,0.70188888,2.035,2.14245391,17-2
C01594590,2019,,0.717825,0.74465333,,,,0.767,0.74315944,2.592,2.65001392,17-2
C60345357,2019,,0.89105,0.92218333,,0.863,,0.86993,0.88654083,3.119,2.88148189,17-2
C16704276,2019,,0.85451,0.88716666,,,,0.80033,0.84733555,2.912,2.77145433,17-2
C09453100,2019,,0.77078,0.79005333,,,,0.7413,0.76737777,2.747,2.54117036,17-2
C91996918,2019,,0.81065,0.80046666,,,,0.84793,0.81968222,2.734,2.59647465,17-2
C45035580,2019,,0.94823,0.92683333,,,,0.921,0.93202111,3.09,2.79579973,17-2
C84584510,2019,,0.898425,0.95161666,,0.916,,0.91175,0.91944791,3.233,3.01274323,17-2
C17956033,2019,,0.785,0.79849,,,,0.86793,0.81714,3.232,3.01948142,17-2
