"","x","y","year","month","day","yearcount","monthactual","alt"
"1",11,-0.322175732217573,"05","01",11,11,"Jan",1
"2",13,-0.395299145299145,"05","01",13,13,"Jan",1
"3",17,-0.413793103448276,"05","01",17,17,"Jan",1
"4",21,-0.358757062146893,"05","01",21,21,"Jan",1
"5",25,-0.30968622100955,"05","01",25,25,"Jan",1
"6",31,-0.312762973352034,"05","01",31,31,"Jan",1
"7",41,-0.306799336650083,"05","02",10,41,"Feb",1
"8",45,-0.284578696343402,"05","02",14,45,"Feb",1
"9",47,-0.421511627906977,"05","02",16,47,"Feb",1
"10",49,-0.489566613162119,"05","02",18,49,"Feb",1
"11",53,-0.343835616438356,"05","02",22,53,"Feb",1
"12",55,-0.362126245847176,"05","02",24,55,"Feb",1
"13",59,-0.437819420783646,"05","02",28,59,"Feb",1
"14",73,-0.423622047244094,"05","03",11,73,"Mar",1
"15",77,-0.419773095623987,"05","03",15,77,"Mar",1
"16",79,-0.419152276295133,"05","03",17,79,"Mar",1
"17",83,-0.283322170127261,"05","03",21,83,"Mar",1
"18",85,-0.355852317360566,"05","03",23,85,"Mar",1
"19",87,-0.279579316389132,"05","03",25,87,"Mar",1
"20",91,-0.264264264264264,"05","03",29,91,"Mar",1
"21",93,-0.339673913043478,"05","03",31,93,"Mar",1
"22",105,-0.377581120943953,"05","04",12,105,"Apr",1
"23",107,-0.382228490832158,"05","04",14,107,"Apr",1
"24",111,-0.209003215434084,"05","04",18,111,"Apr",1
"25",113,-0.405405405405405,"05","04",20,113,"Apr",1
"26",115,-0.494830132939439,"05","04",22,115,"Apr",1
"27",119,-0.291172595520422,"05","04",26,119,"Apr",1
"28",121,-0.339869281045752,"05","04",28,121,"Apr",1
"29",135,-0.448148148148148,"05","05",11,135,"May",1
"30",137,-0.359550561797753,"05","05",13,137,"May",1
"31",141,-0.474515434314429,"05","05",17,141,"May",1
"32",143,-0.394453004622496,"05","05",19,143,"May",1
"33",147,-0.0717703349282297,"05","05",23,147,"May",1
"34",149,-0.234248788368336,"05","05",25,149,"May",1
"35",151,-0.486413043478261,"05","05",27,151,"May",1
"36",155,-0.172312223858616,"05","05",31,155,"May",1
"37",165,-0.258119658119658,"05","06",10,165,"Jun",1
"38",169,-0.200710479573712,"05","06",14,169,"Jun",1
"39",171,-0.412199630314233,"05","06",16,171,"Jun",1
"40",175,-0.292207792207792,"05","06",20,175,"Jun",1
"41",177,-0.384615384615385,"05","06",22,177,"Jun",1
"42",179,-0.23015873015873,"05","06",24,179,"Jun",1
"43",183,-0.401162790697674,"05","06",28,183,"Jun",1
"44",185,-0.270903010033445,"05","06",30,185,"Jun",1
"45",197,-0.331325301204819,"05","07",11,197,"Jul",1
"46",199,-0.457413249211356,"05","07",13,199,"Jul",1
"47",201,-0.207142857142857,"05","07",15,201,"Jul",1
"48",205,-0.217910447761194,"05","07",19,205,"Jul",1
"49",207,-0.238993710691824,"05","07",21,207,"Jul",1
"50",211,-0.0165016501650165,"05","07",25,211,"Jul",1
"51",213,-0.424802110817942,"05","07",27,213,"Jul",1
"52",215,-0.274924471299094,"05","07",29,215,"Jul",1
"53",227,-0.308584686774942,"05","08",10,227,"Aug",1
"54",229,-0.339869281045752,"05","08",12,229,"Aug",1
"55",233,-0.401662049861496,"05","08",16,233,"Aug",1
"56",235,-0.433155080213904,"05","08",18,235,"Aug",1
"57",239,-0.411764705882353,"05","08",22,239,"Aug",1
"58",241,-0.336384439359268,"05","08",24,241,"Aug",1
"59",243,-0.360824742268041,"05","08",26,243,"Aug",1
"60",247,-0.462783171521036,"05","08",30,247,"Aug",1
"61",261,-0.448275862068966,"05","09",13,261,"Sep",1
"62",263,-0.219858156028369,"05","09",15,263,"Sep",1
"63",267,-0.364963503649635,"05","09",19,267,"Sep",1
"64",269,-0.469026548672566,"05","09",21,269,"Sep",1
"65",271,-0.37719298245614,"05","09",23,271,"Sep",1
"66",275,-0.300353356890459,"05","09",27,275,"Sep",1
"67",277,-0.183673469387755,"05","09",29,277,"Sep",1
"68",289,-0.501706484641638,"05","10",10,289,"Oct",1
"69",291,-0.31986531986532,"05","10",12,291,"Oct",1
"70",293,-0.297959183673469,"05","10",14,293,"Oct",1
"71",297,-0.311594202898551,"05","10",18,297,"Oct",1
"72",299,-0.4,"05","10",20,299,"Oct",1
"73",303,-0.154811715481172,"05","10",24,303,"Oct",1
"74",305,-0.375838926174497,"05","10",26,305,"Oct",1
"75",307,-0.402366863905325,"05","10",28,307,"Oct",1
"76",320,-0.151898734177215,"05","11",10,320,"Nov",2
"77",321,-0.345454545454545,"05","11",11,321,"Nov",1
"78",324,-0.423180592991914,"05","11",14,324,"Nov",2
"79",325,-0.541176470588235,"05","11",15,325,"Nov",1
"80",326,-0.251851851851852,"05","11",16,326,"Nov",2
"81",327,-0.289672544080605,"05","11",17,327,"Nov",1
"82",328,-0.372670807453416,"05","11",18,328,"Nov",2
"83",331,-0.405714285714286,"05","11",21,331,"Nov",1
"84",332,-0.236749116607774,"05","11",22,332,"Nov",2
"85",333,-0.209580838323353,"05","11",23,333,"Nov",1
"86",338,-0.477088948787062,"05","11",28,338,"Nov",2
"87",339,-0.393586005830904,"05","11",29,339,"Nov",1
"88",340,-0.115853658536585,"05","11",30,340,"Nov",2
"89",353,-0.414084507042254,"05","12",12,353,"Dec",1
"90",354,-0.377906976744186,"05","12",13,354,"Dec",2
"91",355,-0.229299363057325,"05","12",14,355,"Dec",1
"92",356,-0.321167883211679,"05","12",15,356,"Dec",2
"93",357,-0.368421052631579,"05","12",16,357,"Dec",1
"94",361,-0.0807453416149068,"05","12",20,361,"Dec",1
"95",363,-0.238754325259516,"05","12",22,363,"Dec",1
"96",367,-0.412429378531073,"05","12",26,367,"Dec",1
"97",369,-0.393939393939394,"05","12",28,369,"Dec",1
"98",370,-0.559139784946237,"05","12",29,370,"Dec",2
"99",371,-0.421348314606742,"05","12",30,371,"Dec",1
"100",383,-0.322175732217573,"05","01",11,383,"Jan",1
"101",385,-0.395299145299145,"05","01",13,385,"Jan",1
"102",389,-0.413793103448276,"05","01",17,389,"Jan",1
"103",393,-0.358757062146893,"05","01",21,393,"Jan",1
"104",397,-0.30968622100955,"05","01",25,397,"Jan",1
"105",403,-0.312762973352034,"05","01",31,403,"Jan",1
"106",413,-0.306799336650083,"05","02",10,413,"Feb",1
"107",417,-0.284578696343402,"05","02",14,417,"Feb",1
"108",419,-0.421511627906977,"05","02",16,419,"Feb",1
"109",421,-0.489566613162119,"05","02",18,421,"Feb",1
"110",425,-0.343835616438356,"05","02",22,425,"Feb",1
"111",427,-0.362126245847176,"05","02",24,427,"Feb",1
"112",431,-0.437819420783646,"05","02",28,431,"Feb",1
"113",445,-0.423622047244094,"05","03",11,445,"Mar",1
"114",449,-0.419773095623987,"05","03",15,449,"Mar",1
"115",451,-0.419152276295133,"05","03",17,451,"Mar",1
"116",455,-0.283322170127261,"05","03",21,455,"Mar",1
"117",457,-0.355852317360566,"05","03",23,457,"Mar",1
"118",459,-0.279579316389132,"05","03",25,459,"Mar",1
"119",463,-0.264264264264264,"05","03",29,463,"Mar",1
"120",465,-0.339673913043478,"05","03",31,465,"Mar",1
"121",477,-0.377581120943953,"05","04",12,477,"Apr",1
"122",479,-0.382228490832158,"05","04",14,479,"Apr",1
"123",483,-0.209003215434084,"05","04",18,483,"Apr",1
"124",485,-0.405405405405405,"05","04",20,485,"Apr",1
"125",487,-0.494830132939439,"05","04",22,487,"Apr",1
"126",491,-0.291172595520422,"05","04",26,491,"Apr",1
"127",493,-0.339869281045752,"05","04",28,493,"Apr",1
"128",507,-0.448148148148148,"05","05",11,507,"May",1
"129",509,-0.359550561797753,"05","05",13,509,"May",1
"130",513,-0.474515434314429,"05","05",17,513,"May",1
"131",515,-0.394453004622496,"05","05",19,515,"May",1
"132",519,-0.0717703349282297,"05","05",23,519,"May",1
"133",521,-0.234248788368336,"05","05",25,521,"May",1
"134",523,-0.486413043478261,"05","05",27,523,"May",1
"135",527,-0.172312223858616,"05","05",31,527,"May",1
"136",537,-0.258119658119658,"05","06",10,537,"Jun",1
"137",541,-0.200710479573712,"05","06",14,541,"Jun",1
"138",543,-0.412199630314233,"05","06",16,543,"Jun",1
"139",547,-0.292207792207792,"05","06",20,547,"Jun",1
"140",549,-0.384615384615385,"05","06",22,549,"Jun",1
"141",551,-0.23015873015873,"05","06",24,551,"Jun",1
"142",555,-0.401162790697674,"05","06",28,555,"Jun",1
"143",557,-0.270903010033445,"05","06",30,557,"Jun",1
"144",569,-0.331325301204819,"05","07",11,569,"Jul",1
"145",571,-0.457413249211356,"05","07",13,571,"Jul",1
"146",573,-0.207142857142857,"05","07",15,573,"Jul",1
"147",577,-0.217910447761194,"05","07",19,577,"Jul",1
"148",579,-0.238993710691824,"05","07",21,579,"Jul",1
"149",583,-0.0165016501650165,"05","07",25,583,"Jul",1
"150",585,-0.424802110817942,"05","07",27,585,"Jul",1
"151",587,-0.274924471299094,"05","07",29,587,"Jul",1
"152",599,-0.308584686774942,"05","08",10,599,"Aug",1
"153",601,-0.339869281045752,"05","08",12,601,"Aug",1
"154",605,-0.401662049861496,"05","08",16,605,"Aug",1
"155",607,-0.433155080213904,"05","08",18,607,"Aug",1
"156",611,-0.411764705882353,"05","08",22,611,"Aug",1
"157",613,-0.336384439359268,"05","08",24,613,"Aug",1
"158",615,-0.360824742268041,"05","08",26,615,"Aug",1
"159",619,-0.462783171521036,"05","08",30,619,"Aug",1
"160",633,-0.448275862068966,"05","09",13,633,"Sep",1
"161",635,-0.219858156028369,"05","09",15,635,"Sep",1
"162",639,-0.364963503649635,"05","09",19,639,"Sep",1
"163",641,-0.469026548672566,"05","09",21,641,"Sep",1
"164",643,-0.37719298245614,"05","09",23,643,"Sep",1
"165",647,-0.300353356890459,"05","09",27,647,"Sep",1
"166",649,-0.183673469387755,"05","09",29,649,"Sep",1
"167",661,-0.501706484641638,"05","10",10,661,"Oct",1
"168",663,-0.31986531986532,"05","10",12,663,"Oct",1
"169",665,-0.297959183673469,"05","10",14,665,"Oct",1
"170",669,-0.311594202898551,"05","10",18,669,"Oct",1
"171",671,-0.4,"05","10",20,671,"Oct",1
"172",675,-0.154811715481172,"05","10",24,675,"Oct",1
"173",677,-0.375838926174497,"05","10",26,677,"Oct",1
"174",679,-0.402366863905325,"05","10",28,679,"Oct",1
"175",692,-0.151898734177215,"05","11",10,692,"Nov",2
"176",693,-0.345454545454545,"05","11",11,693,"Nov",1
"177",696,-0.423180592991914,"05","11",14,696,"Nov",2
"178",697,-0.541176470588235,"05","11",15,697,"Nov",1
"179",698,-0.251851851851852,"05","11",16,698,"Nov",2
"180",699,-0.289672544080605,"05","11",17,699,"Nov",1
"181",700,-0.372670807453416,"05","11",18,700,"Nov",2
"182",703,-0.405714285714286,"05","11",21,703,"Nov",1
"183",704,-0.236749116607774,"05","11",22,704,"Nov",2
"184",705,-0.209580838323353,"05","11",23,705,"Nov",1
"185",710,-0.477088948787062,"05","11",28,710,"Nov",2
"186",711,-0.393586005830904,"05","11",29,711,"Nov",1
"187",712,-0.115853658536585,"05","11",30,712,"Nov",2
"188",725,-0.414084507042254,"05","12",12,725,"Dec",1
"189",726,-0.377906976744186,"05","12",13,726,"Dec",2
"190",727,-0.229299363057325,"05","12",14,727,"Dec",1
"191",728,-0.321167883211679,"05","12",15,728,"Dec",2
"192",729,-0.368421052631579,"05","12",16,729,"Dec",1
"193",733,-0.0807453416149068,"05","12",20,733,"Dec",1
"194",735,-0.238754325259516,"05","12",22,735,"Dec",1
"195",739,-0.412429378531073,"05","12",26,739,"Dec",1
"196",741,-0.393939393939394,"05","12",28,741,"Dec",1
"197",742,-0.559139784946237,"05","12",29,742,"Dec",2
"198",743,-0.421348314606742,"05","12",30,743,"Dec",1
"199",754,-0.458432304038005,"06","01",10,10,"Jan",2
"200",755,-0.220689655172414,"06","01",11,11,"Jan",1
"201",756,-0.414772727272727,"06","01",12,12,"Jan",2
"202",757,-0.405572755417957,"06","01",13,13,"Jan",1
"203",760,-0.39209726443769,"06","01",16,16,"Jan",2
"204",761,-0.355263157894737,"06","01",17,17,"Jan",1
"205",762,-0.358823529411765,"06","01",18,18,"Jan",2
"206",763,-0.333333333333333,"06","01",19,19,"Jan",1
"207",764,-0.0606060606060606,"06","01",20,20,"Jan",2
"208",767,-0.317784256559767,"06","01",23,23,"Jan",1
"209",768,-0.672727272727273,"06","01",24,24,"Jan",2
"210",769,-0.403614457831325,"06","01",25,25,"Jan",1
"211",770,-0.274924471299094,"06","01",26,26,"Jan",2
"212",771,-0.374045801526718,"06","01",27,27,"Jan",1
"213",774,-0.174917491749175,"06","01",30,30,"Jan",2
"214",775,-0.0598290598290598,"06","01",31,31,"Jan",1
"215",785,-0.45928338762215,"06","02",10,41,"Feb",1
"216",788,-0.371601208459215,"06","02",13,44,"Feb",2
"217",789,-0.421348314606742,"06","02",14,45,"Feb",1
"218",790,-0.346153846153846,"06","02",15,46,"Feb",2
"219",791,-0.473087818696884,"06","02",16,47,"Feb",1
"220",792,-0.363984674329502,"06","02",17,48,"Feb",2
"221",795,-0.4125,"06","02",20,51,"Feb",1
"222",796,-0.363984674329502,"06","02",21,52,"Feb",2
"223",797,-0.385542168674699,"06","02",22,53,"Feb",1
"224",798,-0.413427561837456,"06","02",23,54,"Feb",2
"225",799,-0.282894736842105,"06","02",24,55,"Feb",1
"226",802,-0.194539249146758,"06","02",27,58,"Feb",2
"227",803,-0.299684542586751,"06","02",28,59,"Feb",1
"228",816,-0.641434262948207,"06","03",10,72,"Mar",2
"229",819,-0.498666666666667,"06","03",13,75,"Mar",1
"230",820,-0.507002801120448,"06","03",14,76,"Mar",2
"231",821,-0.342857142857143,"06","03",15,77,"Mar",1
"232",822,-0.380645161290323,"06","03",16,78,"Mar",2
"233",823,-0.43620178041543,"06","03",17,79,"Mar",1
"234",826,-0.314121037463977,"06","03",20,82,"Mar",2
"235",827,-0.357142857142857,"06","03",21,83,"Mar",1
"236",828,-0.380191693290735,"06","03",22,84,"Mar",2
"237",829,-0.258181818181818,"06","03",23,85,"Mar",1
"238",830,-0.5,"06","03",24,86,"Mar",2
"239",833,-0.494444444444444,"06","03",27,89,"Mar",1
"240",834,-0.26530612244898,"06","03",28,90,"Mar",2
"241",835,-0.493421052631579,"06","03",29,91,"Mar",1
"242",836,-0.240506329113924,"06","03",30,92,"Mar",2
"243",837,-0.444444444444444,"06","03",31,93,"Mar",1
"244",847,-0.35693215339233,"06","04",10,103,"Apr",1
"245",848,-0.417647058823529,"06","04",11,104,"Apr",2
"246",849,-0.379888268156425,"06","04",12,105,"Apr",1
"247",850,-0.0888888888888889,"06","04",13,106,"Apr",2
"248",851,-0.268571428571429,"06","04",14,107,"Apr",1
"249",854,-0.466666666666667,"06","04",17,110,"Apr",2
"250",855,-0.674846625766871,"06","04",18,111,"Apr",1
"251",856,-0.190311418685121,"06","04",19,112,"Apr",2
"252",857,-0.391566265060241,"06","04",20,113,"Apr",1
"253",858,-0.484126984126984,"06","04",21,114,"Apr",2
"254",861,-0.378151260504202,"06","04",24,117,"Apr",1
"255",862,-0.405750798722045,"06","04",25,118,"Apr",2
"256",863,-0.135446685878963,"06","04",26,119,"Apr",1
"257",864,-0.402116402116402,"06","04",27,120,"Apr",2
"258",865,-0.461279461279461,"06","04",28,121,"Apr",1
"259",878,-0.337662337662338,"06","05",10,134,"May",2
"260",879,-0.31875,"06","05",11,135,"May",1
"261",880,-0.293286219081272,"06","05",12,136,"May",2
"262",881,-0.439114391143911,"06","05",13,137,"May",1
"263",883,-0.255014326647564,"06","05",15,139,"May",1
"264",884,-0.36,"06","05",16,140,"May",2
"265",885,-0.336099585062241,"06","05",17,141,"May",1
"266",886,-0.31304347826087,"06","05",18,142,"May",2
"267",887,-0.276595744680851,"06","05",19,143,"May",1
"268",890,-0.164835164835165,"06","05",22,146,"May",2
"269",891,-0.484210526315789,"06","05",23,147,"May",1
"270",892,-0.403508771929825,"06","05",24,148,"May",2
"271",893,-0.272727272727273,"06","05",25,149,"May",1
"272",894,-0.105134474327628,"06","05",26,150,"May",2
"273",897,-0.34384858044164,"06","05",29,153,"May",1
"274",898,-0.537190082644628,"06","05",30,154,"May",2
"275",899,-0.326860841423948,"06","05",31,155,"May",1
"276",911,-0.411042944785276,"06","06",12,167,"Jun",1
"277",912,-0.369426751592357,"06","06",13,168,"Jun",2
"278",913,-0.360230547550432,"06","06",14,169,"Jun",1
"279",914,-0.391044776119403,"06","06",15,170,"Jun",2
"280",915,-0.25,"06","06",16,171,"Jun",1
"281",918,-0.398280802292264,"06","06",19,174,"Jun",2
"282",919,-0.409929078014184,"06","06",20,175,"Jun",1
"283",920,-0.261904761904762,"06","06",21,176,"Jun",2
"284",921,-0.481481481481481,"06","06",22,177,"Jun",1
"285",922,-0.482288828337875,"06","06",23,178,"Jun",2
"286",923,-0.409929078014184,"06","06",24,179,"Jun",1
"287",925,-0.1438127090301,"06","06",26,181,"Jun",1
"288",926,-0.375,"06","06",27,182,"Jun",2
"289",927,-0.221428571428571,"06","06",28,183,"Jun",1
"290",928,-0.257142857142857,"06","06",29,184,"Jun",2
"291",929,-0.316455696202532,"06","06",30,185,"Jun",1
"292",940,-0.492877492877493,"06","07",10,196,"Jul",2
"293",941,-0.590163934426229,"06","07",11,197,"Jul",1
"294",942,-0.518072289156627,"06","07",12,198,"Jul",2
"295",943,-0.430340557275542,"06","07",13,199,"Jul",1
"296",944,-0.451127819548872,"06","07",14,200,"Jul",2
"297",947,-0.373737373737374,"06","07",17,203,"Jul",1
"298",948,-0.398058252427184,"06","07",18,204,"Jul",2
"299",949,-0.481781376518219,"06","07",19,205,"Jul",1
"300",950,-0.453900709219858,"06","07",20,206,"Jul",2
"301",951,-0.435114503816794,"06","07",21,207,"Jul",1
"302",953,-0.430656934306569,"06","07",23,209,"Jul",1
"303",954,-0.456445993031359,"06","07",24,210,"Jul",2
"304",955,-0.363914373088685,"06","07",25,211,"Jul",1
"305",956,-0.408536585365854,"06","07",26,212,"Jul",2
"306",957,-0.446494464944649,"06","07",27,213,"Jul",1
"307",958,-0.486111111111111,"06","07",28,214,"Jul",2
"308",961,-0.444866920152091,"06","07",31,217,"Jul",1
"309",971,-0.611267605633803,"06","08",10,227,"Aug",1
"310",972,-0.232142857142857,"06","08",11,228,"Aug",2
"311",975,-0.486111111111111,"06","08",14,231,"Aug",1
"312",976,-0.313609467455621,"06","08",15,232,"Aug",2
"313",977,-0.507788161993769,"06","08",16,233,"Aug",1
"314",978,-0.370030581039755,"06","08",17,234,"Aug",2
"315",982,-0.272058823529412,"06","08",21,238,"Aug",2
"316",983,-0.322147651006711,"06","08",22,239,"Aug",1
"317",984,-0.380710659898477,"06","08",23,240,"Aug",2
"318",985,-0.317073170731707,"06","08",24,241,"Aug",1
"319",986,-0.605150214592275,"06","08",25,242,"Aug",2
"320",987,-0.583710407239819,"06","08",26,243,"Aug",1
"321",989,-0.401273885350318,"06","08",28,245,"Aug",1
"322",990,-0.476190476190476,"06","08",29,246,"Aug",2
"323",991,-0.226190476190476,"06","08",30,247,"Aug",1
"324",992,-0.537878787878788,"06","08",31,248,"Aug",2
"325",1003,-0.402777777777778,"06","09",11,259,"Sep",1
"326",1004,-0.276119402985075,"06","09",12,260,"Sep",2
"327",1005,-0.43801652892562,"06","09",13,261,"Sep",1
"328",1006,-0.303571428571429,"06","09",14,262,"Sep",2
"329",1007,-0.333333333333333,"06","09",15,263,"Sep",1
"330",1010,-0.365333333333333,"06","09",18,266,"Sep",2
"331",1011,-0.339805825242718,"06","09",19,267,"Sep",1
"332",1012,-0.307291666666667,"06","09",20,268,"Sep",2
"333",1013,-0.318611987381703,"06","09",21,269,"Sep",1
"334",1014,-0.265822784810127,"06","09",22,270,"Sep",2
"335",1017,-0.351648351648352,"06","09",25,273,"Sep",1
"336",1018,-0.404040404040404,"06","09",26,274,"Sep",2
"337",1019,-0.242902208201893,"06","09",27,275,"Sep",1
"338",1020,-0.392156862745098,"06","09",28,276,"Sep",2
"339",1021,-0.397014925373134,"06","09",29,277,"Sep",1
"340",1033,-0.390532544378698,"06","10",10,289,"Oct",1
"341",1034,-0.263157894736842,"06","10",11,290,"Oct",2
"342",1035,-0.432432432432432,"06","10",12,291,"Oct",1
"343",1036,-0.578666666666667,"06","10",13,292,"Oct",2
"344",1039,-0.293506493506493,"06","10",16,295,"Oct",1
"345",1041,-0.375415282392027,"06","10",18,297,"Oct",1
"346",1047,-0.393393393393393,"06","10",24,303,"Oct",1
"347",1049,-0.26530612244898,"06","10",26,305,"Oct",1
"348",1053,-0.164556962025316,"06","10",30,309,"Oct",1
"349",1067,-0.198653198653199,"06","11",13,323,"Nov",1
"350",1068,-0.399361022364217,"06","11",14,324,"Nov",2
"351",1069,-0.279538904899135,"06","11",15,325,"Nov",1
"352",1070,-0.230337078651685,"06","11",16,326,"Nov",2
"353",1071,-0.197026022304833,"06","11",17,327,"Nov",1
"354",1074,-0.306930693069307,"06","11",20,330,"Nov",2
"355",1075,-0.504531722054381,"06","11",21,331,"Nov",1
"356",1076,-0.228070175438596,"06","11",22,332,"Nov",2
"357",1078,-0.427728613569322,"06","11",24,334,"Nov",2
"358",1081,-0.380208333333333,"06","11",27,337,"Nov",1
"359",1082,-0.344051446945338,"06","11",28,338,"Nov",2
"360",1083,-0.161073825503356,"06","11",29,339,"Nov",1
"361",1084,-0.19533527696793,"06","11",30,340,"Nov",2
"362",1096,-0.28448275862069,"06","12",11,352,"Dec",2
"363",1097,-0.345070422535211,"06","12",12,353,"Dec",1
"364",1098,-0.359773371104816,"06","12",13,354,"Dec",2
"365",1099,-0.228295819935691,"06","12",14,355,"Dec",1
"366",1100,-0.202346041055718,"06","12",15,356,"Dec",2
"367",1103,-0.31875,"06","12",18,359,"Dec",1
"368",1104,-0.294117647058824,"06","12",19,360,"Dec",2
"369",1105,-0.137254901960784,"06","12",20,361,"Dec",1
"370",1106,-0.414868105515588,"06","12",21,362,"Dec",2
"371",1111,-0.0883190883190883,"06","12",26,367,"Dec",1
"372",1112,-0.06875,"06","12",27,368,"Dec",2
"373",1113,-0.209411764705882,"06","12",28,369,"Dec",1
"374",1114,-0.380597014925373,"06","12",29,370,"Dec",2
"375",1116,-0.404255319148936,"06","12",31,372,"Dec",2
"376",1126,-0.458432304038005,"06","01",10,382,"Jan",2
"377",1127,-0.220689655172414,"06","01",11,383,"Jan",1
"378",1128,-0.414772727272727,"06","01",12,384,"Jan",2
"379",1129,-0.405572755417957,"06","01",13,385,"Jan",1
"380",1132,-0.39209726443769,"06","01",16,388,"Jan",2
"381",1133,-0.355263157894737,"06","01",17,389,"Jan",1
"382",1134,-0.358823529411765,"06","01",18,390,"Jan",2
"383",1135,-0.333333333333333,"06","01",19,391,"Jan",1
"384",1136,-0.0606060606060606,"06","01",20,392,"Jan",2
"385",1139,-0.317784256559767,"06","01",23,395,"Jan",1
"386",1140,-0.672727272727273,"06","01",24,396,"Jan",2
"387",1141,-0.403614457831325,"06","01",25,397,"Jan",1
"388",1142,-0.274924471299094,"06","01",26,398,"Jan",2
"389",1143,-0.374045801526718,"06","01",27,399,"Jan",1
"390",1146,-0.174917491749175,"06","01",30,402,"Jan",2
"391",1147,-0.0598290598290598,"06","01",31,403,"Jan",1
"392",1157,-0.45928338762215,"06","02",10,413,"Feb",1
"393",1160,-0.371601208459215,"06","02",13,416,"Feb",2
"394",1161,-0.421348314606742,"06","02",14,417,"Feb",1
"395",1162,-0.346153846153846,"06","02",15,418,"Feb",2
"396",1163,-0.473087818696884,"06","02",16,419,"Feb",1
"397",1164,-0.363984674329502,"06","02",17,420,"Feb",2
"398",1167,-0.4125,"06","02",20,423,"Feb",1
"399",1168,-0.363984674329502,"06","02",21,424,"Feb",2
"400",1169,-0.385542168674699,"06","02",22,425,"Feb",1
"401",1170,-0.413427561837456,"06","02",23,426,"Feb",2
"402",1171,-0.282894736842105,"06","02",24,427,"Feb",1
"403",1174,-0.194539249146758,"06","02",27,430,"Feb",2
"404",1175,-0.299684542586751,"06","02",28,431,"Feb",1
"405",1188,-0.641434262948207,"06","03",10,444,"Mar",2
"406",1191,-0.498666666666667,"06","03",13,447,"Mar",1
"407",1192,-0.507002801120448,"06","03",14,448,"Mar",2
"408",1193,-0.342857142857143,"06","03",15,449,"Mar",1
"409",1194,-0.380645161290323,"06","03",16,450,"Mar",2
"410",1195,-0.43620178041543,"06","03",17,451,"Mar",1
"411",1198,-0.314121037463977,"06","03",20,454,"Mar",2
"412",1199,-0.357142857142857,"06","03",21,455,"Mar",1
"413",1200,-0.380191693290735,"06","03",22,456,"Mar",2
"414",1201,-0.258181818181818,"06","03",23,457,"Mar",1
"415",1202,-0.5,"06","03",24,458,"Mar",2
"416",1205,-0.494444444444444,"06","03",27,461,"Mar",1
"417",1206,-0.26530612244898,"06","03",28,462,"Mar",2
"418",1207,-0.493421052631579,"06","03",29,463,"Mar",1
"419",1208,-0.240506329113924,"06","03",30,464,"Mar",2
"420",1209,-0.444444444444444,"06","03",31,465,"Mar",1
"421",1219,-0.35693215339233,"06","04",10,475,"Apr",1
"422",1220,-0.417647058823529,"06","04",11,476,"Apr",2
"423",1221,-0.379888268156425,"06","04",12,477,"Apr",1
"424",1222,-0.0888888888888889,"06","04",13,478,"Apr",2
"425",1223,-0.268571428571429,"06","04",14,479,"Apr",1
"426",1226,-0.466666666666667,"06","04",17,482,"Apr",2
"427",1227,-0.674846625766871,"06","04",18,483,"Apr",1
"428",1228,-0.190311418685121,"06","04",19,484,"Apr",2
"429",1229,-0.391566265060241,"06","04",20,485,"Apr",1
"430",1230,-0.484126984126984,"06","04",21,486,"Apr",2
"431",1233,-0.378151260504202,"06","04",24,489,"Apr",1
"432",1234,-0.405750798722045,"06","04",25,490,"Apr",2
"433",1235,-0.135446685878963,"06","04",26,491,"Apr",1
"434",1236,-0.402116402116402,"06","04",27,492,"Apr",2
"435",1237,-0.461279461279461,"06","04",28,493,"Apr",1
"436",1250,-0.337662337662338,"06","05",10,506,"May",2
"437",1251,-0.31875,"06","05",11,507,"May",1
"438",1252,-0.293286219081272,"06","05",12,508,"May",2
"439",1253,-0.439114391143911,"06","05",13,509,"May",1
"440",1255,-0.255014326647564,"06","05",15,511,"May",1
"441",1256,-0.36,"06","05",16,512,"May",2
"442",1257,-0.336099585062241,"06","05",17,513,"May",1
"443",1258,-0.31304347826087,"06","05",18,514,"May",2
"444",1259,-0.276595744680851,"06","05",19,515,"May",1
"445",1262,-0.164835164835165,"06","05",22,518,"May",2
"446",1263,-0.484210526315789,"06","05",23,519,"May",1
"447",1264,-0.403508771929825,"06","05",24,520,"May",2
"448",1265,-0.272727272727273,"06","05",25,521,"May",1
"449",1266,-0.105134474327628,"06","05",26,522,"May",2
"450",1269,-0.34384858044164,"06","05",29,525,"May",1
"451",1270,-0.537190082644628,"06","05",30,526,"May",2
"452",1271,-0.326860841423948,"06","05",31,527,"May",1
"453",1283,-0.411042944785276,"06","06",12,539,"Jun",1
"454",1284,-0.369426751592357,"06","06",13,540,"Jun",2
"455",1285,-0.360230547550432,"06","06",14,541,"Jun",1
"456",1286,-0.391044776119403,"06","06",15,542,"Jun",2
"457",1287,-0.25,"06","06",16,543,"Jun",1
"458",1290,-0.398280802292264,"06","06",19,546,"Jun",2
"459",1291,-0.409929078014184,"06","06",20,547,"Jun",1
"460",1292,-0.261904761904762,"06","06",21,548,"Jun",2
"461",1293,-0.481481481481481,"06","06",22,549,"Jun",1
"462",1294,-0.482288828337875,"06","06",23,550,"Jun",2
"463",1295,-0.409929078014184,"06","06",24,551,"Jun",1
"464",1297,-0.1438127090301,"06","06",26,553,"Jun",1
"465",1298,-0.375,"06","06",27,554,"Jun",2
