"","x","y","year","month","day","yearcount","monthactual","alt"
"2827",6349,-0.0498338870431894,"13","01",25,397,"Jan",1
"2828",6352,-0.279742765273312,"13","01",28,400,"Jan",2
"2829",6353,-0.255060728744939,"13","01",29,401,"Jan",1
"2830",6354,-0.195530726256983,"13","01",30,402,"Jan",2
"2831",6355,-0.425061425061425,"13","01",31,403,"Jan",1
"2832",6366,-0.364548494983278,"13","02",11,414,"Feb",2
"2833",6367,-0.541095890410959,"13","02",12,415,"Feb",1
"2834",6368,-0.427586206896552,"13","02",13,416,"Feb",2
"2835",6369,-0.127371273712737,"13","02",14,417,"Feb",1
"2836",6370,-0.531772575250836,"13","02",15,418,"Feb",2
"2837",6371,-0.531772575250836,"13","02",16,419,"Feb",1
"2838",6373,-0.577235772357724,"13","02",18,421,"Feb",1
"2839",6374,-0.357142857142857,"13","02",19,422,"Feb",2
"2840",6375,-0.456445993031359,"13","02",20,423,"Feb",1
"2841",6376,-0.266409266409266,"13","02",21,424,"Feb",2
"2842",6377,-0.445544554455446,"13","02",22,425,"Feb",1
"2843",6379,-0.253822629969419,"13","02",24,427,"Feb",1
"2844",6380,-0.633720930232558,"13","02",25,428,"Feb",2
"2845",6381,-0.521865889212828,"13","02",26,429,"Feb",1
"2846",6382,-0.283746556473829,"13","02",27,430,"Feb",2
"2847",6383,-0.492447129909366,"13","02",28,431,"Feb",1
"2848",6397,-0.107594936708861,"13","03",11,445,"Mar",1
"2849",6398,-0.0985074626865672,"13","03",12,446,"Mar",2
"2850",6399,0.263157894736842,"13","03",13,447,"Mar",1
"2851",6400,-0.383177570093458,"13","03",14,448,"Mar",2
"2852",6401,-0.512345679012346,"13","03",15,449,"Mar",1
"2853",6404,-0.540051679586563,"13","03",18,452,"Mar",2
"2854",6405,-0.477203647416413,"13","03",19,453,"Mar",1
"2855",6406,-0.179487179487179,"13","03",20,454,"Mar",2
"2856",6407,-0.320855614973262,"13","03",21,455,"Mar",1
"2857",6411,-0.303514376996805,"13","03",25,459,"Mar",1
"2858",6412,-0.318840579710145,"13","03",26,460,"Mar",2
"2859",6413,-0.109195402298851,"13","03",27,461,"Mar",1
"2860",6414,-0.2,"13","03",28,462,"Mar",2
"2861",6427,-0.529411764705882,"13","04",10,475,"Apr",1
"2862",6428,-0.271375464684015,"13","04",11,476,"Apr",2
"2863",6429,-0.153605015673981,"13","04",12,477,"Apr",1
"2864",6432,-0.378048780487805,"13","04",15,480,"Apr",2
"2865",6433,-0.289411764705882,"13","04",16,481,"Apr",1
"2866",6434,-0.206349206349206,"13","04",17,482,"Apr",2
"2867",6435,-0.336065573770492,"13","04",18,483,"Apr",1
"2868",6437,-0.289655172413793,"13","04",20,485,"Apr",1
"2869",6439,-0.375,"13","04",22,487,"Apr",1
"2870",6440,-0.236947791164659,"13","04",23,488,"Apr",2
"2871",6441,-0.330143540669856,"13","04",24,489,"Apr",1
"2872",6442,-0.385214007782101,"13","04",25,490,"Apr",2
"2873",6443,-0.294964028776978,"13","04",26,491,"Apr",1
"2874",6445,-0.308943089430894,"13","04",28,493,"Apr",1
"2875",6446,-0.267515923566879,"13","04",29,494,"Apr",2
"2876",6447,-0.344155844155844,"13","04",30,495,"Apr",1
"2877",6459,-0.0909090909090909,"13","05",11,507,"May",1
"2878",6461,-0.365853658536585,"13","05",13,509,"May",1
"2879",6462,-0.547619047619048,"13","05",14,510,"May",2
"2880",6463,-0.478571428571429,"13","05",15,511,"May",1
"2881",6464,-0.41358024691358,"13","05",16,512,"May",2
"2882",6465,-0.255972696245734,"13","05",17,513,"May",1
"2883",6468,-0.351351351351351,"13","05",20,516,"May",2
"2884",6469,-0.0597014925373134,"13","05",21,517,"May",1
"2885",6470,-0.0434782608695652,"13","05",22,518,"May",2
"2886",6471,-0.335640138408304,"13","05",23,519,"May",1
"2887",6473,-0.402985074626866,"13","05",25,521,"May",1
"2888",6475,-0.384615384615385,"13","05",27,523,"May",1
"2889",6476,-0.469648562300319,"13","05",28,524,"May",2
"2890",6477,-0.363363363363363,"13","05",29,525,"May",1
"2891",6478,-0.45625,"13","05",30,526,"May",2
"2892",6479,-0.324675324675325,"13","05",31,527,"May",1
"2893",6489,-0.357723577235772,"13","06",10,537,"Jun",1
"2894",6490,-0.476363636363636,"13","06",11,538,"Jun",2
"2895",6491,-0.358730158730159,"13","06",12,539,"Jun",1
"2896",6492,-0.431438127090301,"13","06",13,540,"Jun",2
"2897",6493,-0.0773993808049536,"13","06",14,541,"Jun",1
"2898",6496,-0.49079754601227,"13","06",17,544,"Jun",2
"2899",6497,-0.340782122905028,"13","06",18,545,"Jun",1
"2900",6498,-0.238329238329238,"13","06",19,546,"Jun",2
"2901",6499,-0.385579937304075,"13","06",20,547,"Jun",1
"2902",6500,-0.556451612903226,"13","06",21,548,"Jun",2
"2903",6503,-0.355704697986577,"13","06",24,551,"Jun",1
"2904",6504,-0.396491228070175,"13","06",25,552,"Jun",2
"2905",6505,-0.0652920962199313,"13","06",26,553,"Jun",1
"2906",6506,-0.478260869565217,"13","06",27,554,"Jun",2
"2907",6507,-0.444067796610169,"13","06",28,555,"Jun",1
"2908",6508,-0.649851632047478,"13","06",29,556,"Jun",2
"2909",6520,-0.326797385620915,"13","07",10,568,"Jul",2
"2910",6521,-0.373417721518987,"13","07",11,569,"Jul",1
"2911",6522,-0.345864661654135,"13","07",12,570,"Jul",2
"2912",6524,-0.352750809061489,"13","07",14,572,"Jul",2
"2913",6525,-0.446009389671362,"13","07",15,573,"Jul",1
"2914",6526,-0.479289940828402,"13","07",16,574,"Jul",2
"2915",6527,-0.496296296296296,"13","07",17,575,"Jul",1
"2916",6529,-0.490909090909091,"13","07",19,577,"Jul",1
"2917",6533,0.0731707317073171,"13","07",23,581,"Jul",1
"2918",6534,-0.165217391304348,"13","07",24,582,"Jul",2
"2919",6535,-0.640449438202247,"13","07",25,583,"Jul",1
"2920",6539,-0.15,"13","07",29,587,"Jul",1
"2921",6540,-0.322368421052632,"13","07",30,588,"Jul",2
"2922",6541,-0.289036544850498,"13","07",31,589,"Jul",1
"2923",6553,-0.260188087774295,"13","08",12,601,"Aug",1
"2924",6554,-0.370242214532872,"13","08",13,602,"Aug",2
"2925",6555,-0.40625,"13","08",14,603,"Aug",1
"2926",6556,-0.422382671480144,"13","08",15,604,"Aug",2
"2927",6557,-0.52991452991453,"13","08",16,605,"Aug",1
"2928",6560,-0.347560975609756,"13","08",19,608,"Aug",2
"2929",6561,-0.501661129568106,"13","08",20,609,"Aug",1
"2930",6563,0.0308370044052863,"13","08",22,611,"Aug",1
"2931",6567,-0.427672955974843,"13","08",26,615,"Aug",1
"2932",6568,-0.379310344827586,"13","08",27,616,"Aug",2
"2933",6569,-0.23021582733813,"13","08",28,617,"Aug",1
"2934",6570,-0.326984126984127,"13","08",29,618,"Aug",2
"2935",6571,-0.344155844155844,"13","08",30,619,"Aug",1
"2936",6583,-0.457516339869281,"13","09",11,631,"Sep",1
"2937",6585,-0.223241590214067,"13","09",13,633,"Sep",1
"2938",6589,-0.349593495934959,"13","09",17,637,"Sep",1
"2939",6591,-0.390681003584229,"13","09",19,639,"Sep",1
"2940",6595,-0.352380952380952,"13","09",23,643,"Sep",1
"2941",6596,-0.292096219931271,"13","09",24,644,"Sep",2
"2942",6597,-0.361867704280156,"13","09",25,645,"Sep",1
"2943",6599,-0.411764705882353,"13","09",27,647,"Sep",1
"2944",6613,-0.209876543209877,"13","10",10,661,"Oct",1
"2945",6617,-0.292207792207792,"13","10",14,665,"Oct",1
"2946",6619,-0.231638418079096,"13","10",16,667,"Oct",1
"2947",6621,-0.318327974276527,"13","10",18,669,"Oct",1
"2948",6625,-0.0977443609022556,"13","10",22,673,"Oct",1
"2949",6627,-0.275641025641026,"13","10",24,675,"Oct",1
"2950",6631,-0.408360128617363,"13","10",28,679,"Oct",1
"2951",6633,-0.346153846153846,"13","10",30,681,"Oct",1
"2952",6645,-0.418604651162791,"13","11",11,693,"Nov",1
"2953",6647,-0.460076045627376,"13","11",13,695,"Nov",1
"2954",6649,-0.301204819277108,"13","11",15,697,"Nov",1
"2955",6653,-0.496969696969697,"13","11",19,701,"Nov",1
"2956",6655,-0.563492063492063,"13","11",21,703,"Nov",1
"2957",6659,-0.485207100591716,"13","11",25,707,"Nov",1
"2958",6660,-0.377777777777778,"13","11",26,708,"Nov",2
"2959",6661,-0.0508474576271186,"13","11",27,709,"Nov",1
"2960",6675,-0.253086419753086,"13","12",10,723,"Dec",1
"2961",6677,-0.440613026819923,"13","12",12,725,"Dec",1
"2962",6681,-0.0886850152905199,"13","12",16,729,"Dec",1
"2963",6683,-0.229885057471264,"13","12",18,731,"Dec",1
"2964",6685,-0.0275229357798165,"13","12",20,733,"Dec",1
"2965",6691,-0.368421052631579,"13","12",26,739,"Dec",1
"2966",6695,-0.209039548022599,"13","12",30,743,"Dec",1
"2967",6709,-0.400630914826498,"14","01",13,13,"Jan",1
"2968",6711,-0.488524590163934,"14","01",15,15,"Jan",1
"2969",6713,-0.268882175226586,"14","01",17,17,"Jan",1
"2970",6717,-0.469026548672566,"14","01",21,21,"Jan",1
"2971",6719,-0.426751592356688,"14","01",23,23,"Jan",1
"2972",6723,-0.450980392156863,"14","01",27,27,"Jan",1
"2973",6725,-0.174377224199288,"14","01",29,29,"Jan",1
"2974",6727,-0.6,"14","01",31,31,"Jan",1
"2975",6737,-0.1875,"14","02",10,41,"Feb",1
"2976",6739,-0.27217125382263,"14","02",12,43,"Feb",1
"2977",6740,-0.374592833876221,"14","02",13,44,"Feb",2
"2978",6741,-0.436950146627566,"14","02",14,45,"Feb",1
"2979",6745,-0.378571428571429,"14","02",18,49,"Feb",1
"2980",6747,-0.329479768786127,"14","02",20,51,"Feb",1
"2981",6751,-0.197452229299363,"14","02",24,55,"Feb",1
"2982",6753,-0.297709923664122,"14","02",26,57,"Feb",1
"2983",6755,-0.290566037735849,"14","02",28,59,"Feb",1
"2984",6769,-0.496598639455782,"14","03",11,73,"Mar",1
"2985",6771,-0.213872832369942,"14","03",13,75,"Mar",1
"2986",6775,-0.336363636363636,"14","03",17,79,"Mar",1
"2987",6777,-0.3,"14","03",19,81,"Mar",1
"2988",6778,-0.0899470899470899,"14","03",20,82,"Mar",2
"2989",6779,-0.232227488151659,"14","03",21,83,"Mar",1
"2990",6782,-0.272015655577299,"14","03",24,86,"Mar",2
"2991",6783,-0.326530612244898,"14","03",25,87,"Mar",1
"2992",6784,-0.301369863013699,"14","03",26,88,"Mar",2
"2993",6785,-0.196261682242991,"14","03",27,89,"Mar",1
"2994",6789,-0.299539170506912,"14","03",31,93,"Mar",1
"2995",6799,-0.28110599078341,"14","04",10,103,"Apr",1
"2996",6803,-0.40377358490566,"14","04",14,107,"Apr",1
"2997",6805,-0.223744292237443,"14","04",16,109,"Apr",1
"2998",6807,-0.415254237288136,"14","04",18,111,"Apr",1
"2999",6811,-0.347107438016529,"14","04",22,115,"Apr",1
"3000",6813,-0.291828793774319,"14","04",24,117,"Apr",1
"3001",6817,-0.348387096774194,"14","04",28,121,"Apr",1
"3002",6819,-0.210526315789474,"14","04",30,123,"Apr",1
"3003",6833,0.0758620689655172,"14","05",13,137,"May",1
"3004",6835,-0.297709923664122,"14","05",15,139,"May",1
"3005",6836,-0.131386861313869,"14","05",16,140,"May",2
"3006",6839,-0.310126582278481,"14","05",19,143,"May",1
"3007",6841,-0.465798045602606,"14","05",21,145,"May",1
"3008",6843,-0.367697594501718,"14","05",23,147,"May",1
"3009",6847,-0.380782918149466,"14","05",27,151,"May",1
"3010",6849,-0.32046332046332,"14","05",29,153,"May",1
"3011",6861,-0.35672514619883,"14","06",10,165,"Jun",1
"3012",6863,-0.258426966292135,"14","06",12,167,"Jun",1
"3013",6867,-0.25,"14","06",16,171,"Jun",1
"3014",6869,-0.223443223443223,"14","06",18,173,"Jun",1
"3015",6871,-0.468852459016393,"14","06",20,175,"Jun",1
"3016",6874,-0.353658536585366,"14","06",23,178,"Jun",2
"3017",6875,-0.115384615384615,"14","06",24,179,"Jun",1
"3018",6877,-0.333333333333333,"14","06",26,181,"Jun",1
"3019",6881,-0.360824742268041,"14","06",30,185,"Jun",1
"3020",6893,-0.369127516778524,"14","07",11,197,"Jul",1
"3021",6897,-0.381294964028777,"14","07",15,201,"Jul",1
"3022",6899,-0.330188679245283,"14","07",17,203,"Jul",1
"3023",6900,-0.284810126582278,"14","07",18,204,"Jul",2
"3024",6903,-0.356589147286822,"14","07",21,207,"Jul",1
"3025",6904,-0.373801916932907,"14","07",22,208,"Jul",2
"3026",6905,-0.205020920502092,"14","07",23,209,"Jul",1
"3027",6907,-0.558620689655172,"14","07",25,211,"Jul",1
"3028",6909,-0.558620689655172,"14","07",27,213,"Jul",1
"3029",6910,-0.437262357414449,"14","07",28,214,"Jul",2
"3030",6911,-0.52317880794702,"14","07",29,215,"Jul",1
"3031",6912,-0.378091872791519,"14","07",30,216,"Jul",2
"3032",6913,-0.210762331838565,"14","07",31,217,"Jul",1
"3033",6924,-0.13953488372093,"14","08",11,228,"Aug",2
"3034",6925,-0.132867132867133,"14","08",12,229,"Aug",1
"3035",6926,-0.201219512195122,"14","08",13,230,"Aug",2
"3036",6927,-0.215189873417722,"14","08",14,231,"Aug",1
"3037",6928,-0.516616314199396,"14","08",15,232,"Aug",2
"3038",6931,-0.40495867768595,"14","08",18,235,"Aug",1
"3039",6932,-0.347432024169184,"14","08",19,236,"Aug",2
"3040",6933,-0.177966101694915,"14","08",20,237,"Aug",1
"3041",6934,-0.43026706231454,"14","08",21,238,"Aug",2
"3042",6935,-0.385185185185185,"14","08",22,239,"Aug",1
"3043",6938,-0.32,"14","08",25,242,"Aug",2
"3044",6939,-0.379518072289157,"14","08",26,243,"Aug",1
"3045",6940,-0.321937321937322,"14","08",27,244,"Aug",2
"3046",6941,-0.217081850533808,"14","08",28,245,"Aug",1
"3047",6955,-0.31858407079646,"14","09",11,259,"Sep",1
"3048",6959,-0.270516717325228,"14","09",15,263,"Sep",1
"3049",6961,-0.318181818181818,"14","09",17,265,"Sep",1
"3050",6963,-0.304347826086957,"14","09",19,267,"Sep",1
"3051",6966,-0.293233082706767,"14","09",22,270,"Sep",2
"3052",6967,-0.287009063444109,"14","09",23,271,"Sep",1
"3053",6968,-0.292096219931271,"14","09",24,272,"Sep",2
"3054",6969,-0.3125,"14","09",25,273,"Sep",1
"3055",6973,-0.335766423357664,"14","09",29,277,"Sep",1
"3056",6985,-0.38125,"14","10",10,289,"Oct",1
"3057",6988,-0.258620689655172,"14","10",13,292,"Oct",2
"3058",6989,-0.225,"14","10",14,293,"Oct",1
"3059",6990,-0.317784256559767,"14","10",15,294,"Oct",2
"3060",6991,-0.331058020477816,"14","10",16,295,"Oct",1
"3061",6995,-0.318518518518519,"14","10",20,299,"Oct",1
"3062",6997,-0.471074380165289,"14","10",22,301,"Oct",1
"3063",6998,-0.488372093023256,"14","10",23,302,"Oct",2
"3064",6999,-0.400630914826498,"14","10",24,303,"Oct",1
"3065",7002,-0.405017921146953,"14","10",27,306,"Oct",2
"3066",7003,-0.446666666666667,"14","10",28,307,"Oct",1
"3067",7005,-0.260869565217391,"14","10",30,309,"Oct",1
"3068",7016,-0.394321766561514,"14","11",10,320,"Nov",2
"3069",7017,-0.495268138801262,"14","11",11,321,"Nov",1
"3070",7019,-0.335793357933579,"14","11",13,323,"Nov",1
"3071",7023,-0.444444444444444,"14","11",17,327,"Nov",1
"3072",7025,-0.186440677966102,"14","11",19,329,"Nov",1
"3073",7026,-0.37007874015748,"14","11",20,330,"Nov",2
"3074",7027,-0.088339222614841,"14","11",21,331,"Nov",1
"3075",7030,-0.160427807486631,"14","11",24,334,"Nov",2
"3076",7031,-0.373737373737374,"14","11",25,335,"Nov",1
"3077",7032,-0.377777777777778,"14","11",26,336,"Nov",2
"3078",7033,-0.316176470588235,"14","11",27,337,"Nov",1
"3079",7047,-0.513196480938416,"14","12",10,351,"Dec",1
"3080",7049,-0.590163934426229,"14","12",12,353,"Dec",1
"3081",7052,-0.515151515151515,"14","12",15,356,"Dec",2
"3082",7053,-0.432584269662921,"14","12",16,357,"Dec",1
"3083",7055,-0.504950495049505,"14","12",18,359,"Dec",1
"3084",7059,-0.438888888888889,"14","12",22,363,"Dec",1
"3085",7067,-0.307086614173228,"14","12",30,371,"Dec",1
"3086",7081,-0.400630914826498,"14","01",13,385,"Jan",1
"3087",7083,-0.488524590163934,"14","01",15,387,"Jan",1
"3088",7085,-0.268882175226586,"14","01",17,389,"Jan",1
"3089",7089,-0.469026548672566,"14","01",21,393,"Jan",1
"3090",7091,-0.426751592356688,"14","01",23,395,"Jan",1
"3091",7095,-0.450980392156863,"14","01",27,399,"Jan",1
"3092",7097,-0.174377224199288,"14","01",29,401,"Jan",1
"3093",7099,-0.6,"14","01",31,403,"Jan",1
"3094",7109,-0.1875,"14","02",10,413,"Feb",1
"3095",7111,-0.27217125382263,"14","02",12,415,"Feb",1
"3096",7112,-0.374592833876221,"14","02",13,416,"Feb",2
"3097",7113,-0.436950146627566,"14","02",14,417,"Feb",1
"3098",7117,-0.378571428571429,"14","02",18,421,"Feb",1
"3099",7119,-0.329479768786127,"14","02",20,423,"Feb",1
"3100",7123,-0.197452229299363,"14","02",24,427,"Feb",1
"3101",7125,-0.297709923664122,"14","02",26,429,"Feb",1
"3102",7127,-0.290566037735849,"14","02",28,431,"Feb",1
"3103",7141,-0.496598639455782,"14","03",11,445,"Mar",1
"3104",7143,-0.213872832369942,"14","03",13,447,"Mar",1
"3105",7147,-0.336363636363636,"14","03",17,451,"Mar",1
"3106",7149,-0.3,"14","03",19,453,"Mar",1
"3107",7150,-0.0899470899470899,"14","03",20,454,"Mar",2
"3108",7151,-0.232227488151659,"14","03",21,455,"Mar",1
"3109",7154,-0.272015655577299,"14","03",24,458,"Mar",2
"3110",7155,-0.326530612244898,"14","03",25,459,"Mar",1
"3111",7156,-0.301369863013699,"14","03",26,460,"Mar",2
"3112",7157,-0.196261682242991,"14","03",27,461,"Mar",1
"3113",7161,-0.299539170506912,"14","03",31,465,"Mar",1
"3114",7171,-0.28110599078341,"14","04",10,475,"Apr",1
"3115",7175,-0.40377358490566,"14","04",14,479,"Apr",1
"3116",7177,-0.223744292237443,"14","04",16,481,"Apr",1
"3117",7179,-0.415254237288136,"14","04",18,483,"Apr",1
"3118",7183,-0.347107438016529,"14","04",22,487,"Apr",1
"3119",7185,-0.291828793774319,"14","04",24,489,"Apr",1
"3120",7189,-0.348387096774194,"14","04",28,493,"Apr",1
"3121",7191,-0.210526315789474,"14","04",30,495,"Apr",1
"3122",7205,0.0758620689655172,"14","05",13,509,"May",1
"3123",7207,-0.297709923664122,"14","05",15,511,"May",1
"3124",7208,-0.131386861313869,"14","05",16,512,"May",2
"3125",7211,-0.310126582278481,"14","05",19,515,"May",1
"3126",7213,-0.465798045602606,"14","05",21,517,"May",1
"3127",7215,-0.367697594501718,"14","05",23,519,"May",1
"3128",7219,-0.380782918149466,"14","05",27,523,"May",1
"3129",7221,-0.32046332046332,"14","05",29,525,"May",1
"3130",7233,-0.35672514619883,"14","06",10,537,"Jun",1
"3131",7235,-0.258426966292135,"14","06",12,539,"Jun",1
"3132",7239,-0.25,"14","06",16,543,"Jun",1
"3133",7241,-0.223443223443223,"14","06",18,545,"Jun",1
"3134",7243,-0.468852459016393,"14","06",20,547,"Jun",1
"3135",7246,-0.353658536585366,"14","06",23,550,"Jun",2
"3136",7247,-0.115384615384615,"14","06",24,551,"Jun",1
"3137",7249,-0.333333333333333,"14","06",26,553,"Jun",1
"3138",7253,-0.360824742268041,"14","06",30,557,"Jun",1
"3139",7265,-0.369127516778524,"14","07",11,569,"Jul",1
"3140",7269,-0.381294964028777,"14","07",15,573,"Jul",1
"3141",7271,-0.330188679245283,"14","07",17,575,"Jul",1
"3142",7272,-0.284810126582278,"14","07",18,576,"Jul",2
"3143",7275,-0.356589147286822,"14","07",21,579,"Jul",1
"3144",7276,-0.373801916932907,"14","07",22,580,"Jul",2
"3145",7277,-0.205020920502092,"14","07",23,581,"Jul",1
"3146",7279,-0.558620689655172,"14","07",25,583,"Jul",1
"3147",7281,-0.558620689655172,"14","07",27,585,"Jul",1
"3148",7282,-0.437262357414449,"14","07",28,586,"Jul",2
"3149",7283,-0.52317880794702,"14","07",29,587,"Jul",1
"3150",7284,-0.378091872791519,"14","07",30,588,"Jul",2
"3151",7285,-0.210762331838565,"14","07",31,589,"Jul",1
"3152",7296,-0.13953488372093,"14","08",11,600,"Aug",2
"3153",7297,-0.132867132867133,"14","08",12,601,"Aug",1
"3154",7298,-0.201219512195122,"14","08",13,602,"Aug",2
"3155",7299,-0.215189873417722,"14","08",14,603,"Aug",1
"3156",7300,-0.516616314199396,"14","08",15,604,"Aug",2
"3157",7303,-0.40495867768595,"14","08",18,607,"Aug",1
"3158",7304,-0.347432024169184,"14","08",19,608,"Aug",2
"3159",7305,-0.177966101694915,"14","08",20,609,"Aug",1
"3160",7306,-0.43026706231454,"14","08",21,610,"Aug",2
"3161",7307,-0.385185185185185,"14","08",22,611,"Aug",1
"3162",7310,-0.32,"14","08",25,614,"Aug",2
"3163",7311,-0.379518072289157,"14","08",26,615,"Aug",1
"3164",7312,-0.321937321937322,"14","08",27,616,"Aug",2
"3165",7313,-0.217081850533808,"14","08",28,617,"Aug",1
"3166",7327,-0.31858407079646,"14","09",11,631,"Sep",1
"3167",7331,-0.270516717325228,"14","09",15,635,"Sep",1
"3168",7333,-0.318181818181818,"14","09",17,637,"Sep",1
"3169",7335,-0.304347826086957,"14","09",19,639,"Sep",1
"3170",7338,-0.293233082706767,"14","09",22,642,"Sep",2
"3171",7339,-0.287009063444109,"14","09",23,643,"Sep",1
"3172",7340,-0.292096219931271,"14","09",24,644,"Sep",2
"3173",7341,-0.3125,"14","09",25,645,"Sep",1
"3174",7345,-0.335766423357664,"14","09",29,649,"Sep",1
"3175",7357,-0.38125,"14","10",10,661,"Oct",1
"3176",7360,-0.258620689655172,"14","10",13,664,"Oct",2
"3177",7361,-0.225,"14","10",14,665,"Oct",1
"3178",7362,-0.317784256559767,"14","10",15,666,"Oct",2
"3179",7363,-0.331058020477816,"14","10",16,667,"Oct",1
"3180",7367,-0.318518518518519,"14","10",20,671,"Oct",1
"3181",7369,-0.471074380165289,"14","10",22,673,"Oct",1
"3182",7370,-0.488372093023256,"14","10",23,674,"Oct",2
"3183",7371,-0.400630914826498,"14","10",24,675,"Oct",1
"3184",7374,-0.405017921146953,"14","10",27,678,"Oct",2
"3185",7375,-0.446666666666667,"14","10",28,679,"Oct",1
"3186",7377,-0.260869565217391,"14","10",30,681,"Oct",1
"3187",7388,-0.394321766561514,"14","11",10,692,"Nov",2
"3188",7389,-0.495268138801262,"14","11",11,693,"Nov",1
"3189",7391,-0.335793357933579,"14","11",13,695,"Nov",1
"3190",7395,-0.444444444444444,"14","11",17,699,"Nov",1
"3191",7397,-0.186440677966102,"14","11",19,701,"Nov",1
"3192",7398,-0.37007874015748,"14","11",20,702,"Nov",2
"3193",7399,-0.088339222614841,"14","11",21,703,"Nov",1
"3194",7402,-0.160427807486631,"14","11",24,706,"Nov",2
"3195",7403,-0.373737373737374,"14","11",25,707,"Nov",1
"3196",7404,-0.377777777777778,"14","11",26,708,"Nov",2
"3197",7405,-0.316176470588235,"14","11",27,709,"Nov",1
"3198",7419,-0.513196480938416,"14","12",10,723,"Dec",1
"3199",7421,-0.590163934426229,"14","12",12,725,"Dec",1
"3200",7424,-0.515151515151515,"14","12",15,728,"Dec",2
"3201",7425,-0.432584269662921,"14","12",16,729,"Dec",1
"3202",7427,-0.504950495049505,"14","12",18,731,"Dec",1
"3203",7431,-0.438888888888889,"14","12",22,735,"Dec",1
"3204",7439,-0.307086614173228,"14","12",30,743,"Dec",1
"3205",7453,-0.461254612546125,"15","01",13,13,"Jan",1
"3206",7455,-0.424148606811146,"15","01",15,15,"Jan",1
"3207",7459,-0.310734463276836,"15","01",19,19,"Jan",1
"3208",7461,-0.333333333333333,"15","01",21,21,"Jan",1
"3209",7463,-0.466192170818505,"15","01",23,23,"Jan",1
"3210",7466,-0.35408560311284,"15","01",26,26,"Jan",2
"3211",7467,-0.370517928286853,"15","01",27,27,"Jan",1
"3212",7469,-0.452887537993921,"15","01",29,29,"Jan",1
"3213",7481,-0.369175627240143,"15","02",10,41,"Feb",1
"3214",7482,-0.248484848484848,"15","02",11,42,"Feb",2
"3215",7483,-0.430656934306569,"15","02",12,43,"Feb",1
"3216",7487,-0.588607594936709,"15","02",16,47,"Feb",1
"3217",7489,-0.449704142011834,"15","02",18,49,"Feb",1
"3218",7491,-0.412186379928315,"15","02",20,51,"Feb",1
"3219",7495,-0.52212389380531,"15","02",24,55,"Feb",1
"3220",7497,-0.252873563218391,"15","02",26,57,"Feb",1
"3221",7498,-0.471830985915493,"15","02",27,58,"Feb",2
"3222",7513,-0.5,"15","03",11,73,"Mar",1
"3223",7514,-0.283950617283951,"15","03",12,74,"Mar",2
"3224",7515,-0.408906882591093,"15","03",13,75,"Mar",1
"3225",7519,-0.365313653136531,"15","03",17,79,"Mar",1
"3226",7521,-0.551839464882943,"15","03",19,81,"Mar",1
"3227",7525,-0.262798634812287,"15","03",23,85,"Mar",1
"3228",7527,-0.36986301369863,"15","03",25,87,"Mar",1
"3229",7528,-0.508064516129032,"15","03",26,88,"Mar",2
"3230",7529,-0.534722222222222,"15","03",27,89,"Mar",1
"3231",7533,-0.430830039525692,"15","03",31,93,"Mar",1
"3232",7543,-0.428571428571429,"15","04",10,103,"Apr",1
"3233",7546,-0.3,"15","04",13,106,"Apr",2
"3234",7547,-0.543408360128617,"15","04",14,107,"Apr",1
"3235",7549,-0.516129032258065,"15","04",16,109,"Apr",1
"3236",7553,-0.498542274052478,"15","04",20,113,"Apr",1
"3237",7555,-0.512367491166078,"15","04",22,115,"Apr",1
"3238",7557,-0.417177914110429,"15","04",24,117,"Apr",1
"3239",7560,-0.454545454545455,"15","04",27,120,"Apr",2
"3240",7561,-0.181494661921708,"15","04",28,121,"Apr",1
"3241",7562,-0.431654676258993,"15","04",29,122,"Apr",2
"3242",7563,-0.374517374517374,"15","04",30,123,"Apr",1
"3243",7575,-0.306569343065693,"15","05",11,135,"May",1
"3244",7577,-0.388679245283019,"15","05",13,137,"May",1
"3245",7579,-0.164750957854406,"15","05",15,139,"May",1
"3246",7585,-0.52027027027027,"15","05",21,145,"May",1
"3247",7591,-0.352941176470588,"15","05",27,151,"May",1
"3248",7593,-0.449275362318841,"15","05",29,153,"May",1
"3249",7605,-0.333333333333333,"15","06",10,165,"Jun",1
"3250",7607,-0.384,"15","06",12,167,"Jun",1
"3251",7610,-0.395604395604396,"15","06",15,170,"Jun",2
"3252",7611,-0.509578544061303,"15","06",16,171,"Jun",1
"3253",7613,-0.295180722891566,"15","06",18,173,"Jun",1
"3254",7614,-0.206349206349206,"15","06",19,174,"Jun",2
"3255",7619,-0.458646616541353,"15","06",24,179,"Jun",1
"3256",7621,-0.0941176470588235,"15","06",26,181,"Jun",1
"3257",7624,-0.382716049382716,"15","06",29,184,"Jun",2
"3258",7625,-0.169934640522876,"15","06",30,185,"Jun",1
"3259",7639,-0.19672131147541,"15","07",13,199,"Jul",1
"3260",7640,-0.286245353159851,"15","07",14,200,"Jul",2
"3261",7641,-0.0185185185185185,"15","07",15,201,"Jul",1
"3262",7643,-0.645833333333333,"15","07",17,203,"Jul",1
"3263",7646,-0.303370786516854,"15","07",20,206,"Jul",2
"3264",7647,-0.397647058823529,"15","07",21,207,"Jul",1
"3265",7648,-0.28463476070529,"15","07",22,208,"Jul",2
"3266",7649,-0.0532544378698225,"15","07",23,209,"Jul",1
"3267",7653,-0.224719101123595,"15","07",27,213,"Jul",1
